"Cutoff","Fraction","Kappa","Set","Iteration","Quantile.97","PCancel","QuantilePCancel"
0.95,0.001,0,"Train",1,0.19,0.0251572327044025,0.192
0.95,0.001,0.0687057135282898,"Test",1,0.254,0.0299852289512555,0.254
0.94,0.001,0,"Train",1,0.19,0.0251572327044025,0.192
0.94,0.001,0.0687057135282898,"Test",1,0.254,0.0299852289512555,0.254
0.93,0.001,0,"Train",1,0.19,0.0251572327044025,0.192
0.93,0.001,0.0687057135282898,"Test",1,0.254,0.0299852289512555,0.254
0.92,0.001,0,"Train",1,0.19,0.0251572327044025,0.192
0.92,0.001,0.0687057135282898,"Test",1,0.254,0.0299852289512555,0.254
0.91,0.001,0,"Train",1,0.19,0.0251572327044025,0.192
0.91,0.001,0.0687057135282898,"Test",1,0.254,0.0299852289512555,0.254
0.9,0.001,0,"Train",1,0.19,0.0251572327044025,0.192
0.9,0.001,0.0857087602141717,"Test",1,0.254,0.0299852289512555,0.254
0.89,0.001,0,"Train",1,0.19,0.0251572327044025,0.192
0.89,0.001,0.0857087602141717,"Test",1,0.254,0.0299852289512555,0.254
0.88,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.88,0.001,0.0857087602141717,"Test",1,0.254,0.0299852289512555,0.254
0.87,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.87,0.001,0.0857087602141717,"Test",1,0.254,0.0299852289512555,0.254
0.86,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.86,0.001,0.0857087602141717,"Test",1,0.254,0.0299852289512555,0.254
0.85,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.85,0.001,0.0857087602141717,"Test",1,0.254,0.0299852289512555,0.254
0.84,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.84,0.001,0.0857087602141717,"Test",1,0.254,0.0299852289512555,0.254
0.83,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.83,0.001,0.123840820624532,"Test",1,0.254,0.0299852289512555,0.254
0.82,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.82,0.001,0.123840820624532,"Test",1,0.254,0.0299852289512555,0.254
0.81,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.81,0.001,0.188991505377845,"Test",1,0.254,0.0299852289512555,0.254
0.8,0.001,0.013472185980019,"Train",1,0.19,0.0251572327044025,0.192
0.8,0.001,0.188991505377845,"Test",1,0.254,0.0299852289512555,0.254
0.79,0.001,0.0711858486451952,"Train",1,0.19,0.0251572327044025,0.192
0.79,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.78,0.001,0.0826075456437804,"Train",1,0.19,0.0251572327044025,0.192
0.78,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.77,0.001,0.0826075456437804,"Train",1,0.19,0.0251572327044025,0.192
0.77,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.76,0.001,0.111433519704329,"Train",1,0.19,0.0251572327044025,0.192
0.76,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.75,0.001,0.111433519704329,"Train",1,0.19,0.0251572327044025,0.192
0.75,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.74,0.001,0.111433519704329,"Train",1,0.19,0.0251572327044025,0.192
0.74,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.73,0.001,0.13013154921879,"Train",1,0.19,0.0251572327044025,0.192
0.73,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.72,0.001,0.151223713204847,"Train",1,0.19,0.0251572327044025,0.192
0.72,0.001,0.209261486172504,"Test",1,0.254,0.0299852289512555,0.254
0.71,0.001,0.151223713204847,"Train",1,0.19,0.0251572327044025,0.192
0.71,0.001,0.242944021765859,"Test",1,0.254,0.0299852289512555,0.254
0.7,0.001,0.156077502352588,"Train",1,0.19,0.0251572327044025,0.192
0.7,0.001,0.242944021765859,"Test",1,0.254,0.0299852289512555,0.254
0.69,0.001,0.156077502352588,"Train",1,0.19,0.0251572327044025,0.192
0.69,0.001,0.242944021765859,"Test",1,0.254,0.0299852289512555,0.254
0.68,0.001,0.165299030987347,"Train",1,0.19,0.0251572327044025,0.192
0.68,0.001,0.242944021765859,"Test",1,0.254,0.0299852289512555,0.254
0.67,0.001,0.165299030987347,"Train",1,0.19,0.0251572327044025,0.192
0.67,0.001,0.29912265430948,"Test",1,0.254,0.0299852289512555,0.254
0.66,0.001,0.163675778053124,"Train",1,0.19,0.0251572327044025,0.192
0.66,0.001,0.320323117025594,"Test",1,0.254,0.0299852289512555,0.254
0.65,0.001,0.163675778053124,"Train",1,0.19,0.0251572327044025,0.192
0.65,0.001,0.308187179317578,"Test",1,0.254,0.0299852289512555,0.254
0.64,0.001,0.163703544417028,"Train",1,0.19,0.0251572327044025,0.192
0.64,0.001,0.308187179317578,"Test",1,0.254,0.0299852289512555,0.254
0.63,0.001,0.158111327529202,"Train",1,0.19,0.0251572327044025,0.192
0.63,0.001,0.298379347310964,"Test",1,0.254,0.0299852289512555,0.254
0.62,0.001,0.158111327529202,"Train",1,0.19,0.0251572327044025,0.192
0.62,0.001,0.298379347310964,"Test",1,0.254,0.0299852289512555,0.254
0.61,0.001,0.156311757025496,"Train",1,0.19,0.0251572327044025,0.192
0.61,0.001,0.298379347310964,"Test",1,0.254,0.0299852289512555,0.254
0.6,0.001,0.156311757025496,"Train",1,0.19,0.0251572327044025,0.192
0.6,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.59,0.001,0.156311757025496,"Train",1,0.19,0.0251572327044025,0.192
0.59,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.58,0.001,0.155270959963141,"Train",1,0.19,0.0251572327044025,0.192
0.58,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.57,0.001,0.155270959963141,"Train",1,0.19,0.0251572327044025,0.192
0.57,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.56,0.001,0.155270959963141,"Train",1,0.19,0.0251572327044025,0.192
0.56,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.55,0.001,0.155270959963141,"Train",1,0.19,0.0251572327044025,0.192
0.55,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.54,0.001,0.155270959963141,"Train",1,0.19,0.0251572327044025,0.192
0.54,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.53,0.001,0.155270959963141,"Train",1,0.19,0.0251572327044025,0.192
0.53,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.52,0.001,0.155270959963141,"Train",1,0.19,0.0251572327044025,0.192
0.52,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.51,0.001,0.161858053955603,"Train",1,0.19,0.0251572327044025,0.192
0.51,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.5,0.001,0.161858053955603,"Train",1,0.19,0.0251572327044025,0.192
0.5,0.001,0.291803631887011,"Test",1,0.254,0.0299852289512555,0.254
0.49,0.001,0.161858053955603,"Train",1,0.19,0.0251572327044025,0.192
0.49,0.001,0.287701477739353,"Test",1,0.254,0.0299852289512555,0.254
0.48,0.001,0.161858053955603,"Train",1,0.19,0.0251572327044025,0.192
0.48,0.001,0.287701477739353,"Test",1,0.254,0.0299852289512555,0.254
0.47,0.001,0.161858053955603,"Train",1,0.19,0.0251572327044025,0.192
0.47,0.001,0.287701477739353,"Test",1,0.254,0.0299852289512555,0.254
0.46,0.001,0.158487757145704,"Train",1,0.19,0.0251572327044025,0.192
0.46,0.001,0.289260611752752,"Test",1,0.254,0.0299852289512555,0.254
0.45,0.001,0.157849080047582,"Train",1,0.19,0.0251572327044025,0.192
0.45,0.001,0.280973239013414,"Test",1,0.254,0.0299852289512555,0.254
0.44,0.001,0.156645585933415,"Train",1,0.19,0.0251572327044025,0.192
0.44,0.001,0.274095850055198,"Test",1,0.254,0.0299852289512555,0.254
0.43,0.001,0.156645585933415,"Train",1,0.19,0.0251572327044025,0.192
0.43,0.001,0.274095850055198,"Test",1,0.254,0.0299852289512555,0.254
0.42,0.001,0.157128711427343,"Train",1,0.19,0.0251572327044025,0.192
0.42,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.41,0.001,0.157128711427343,"Train",1,0.19,0.0251572327044025,0.192
0.41,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.4,0.001,0.155788258429984,"Train",1,0.19,0.0251572327044025,0.192
0.4,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.39,0.001,0.170473140617277,"Train",1,0.19,0.0251572327044025,0.192
0.39,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.38,0.001,0.168793416052176,"Train",1,0.19,0.0251572327044025,0.192
0.38,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.37,0.001,0.168793416052176,"Train",1,0.19,0.0251572327044025,0.192
0.37,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.36,0.001,0.167487452513919,"Train",1,0.19,0.0251572327044025,0.192
0.36,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.35,0.001,0.167487452513919,"Train",1,0.19,0.0251572327044025,0.192
0.35,0.001,0.291321629124648,"Test",1,0.254,0.0299852289512555,0.254
0.34,0.001,0.169458393191202,"Train",1,0.19,0.0251572327044025,0.192
0.34,0.001,0.282539624471836,"Test",1,0.254,0.0299852289512555,0.254
0.33,0.001,0.168407679349776,"Train",1,0.19,0.0251572327044025,0.192
0.33,0.001,0.282539624471836,"Test",1,0.254,0.0299852289512555,0.254
0.32,0.001,0.166762826151109,"Train",1,0.19,0.0251572327044025,0.192
0.32,0.001,0.282539624471836,"Test",1,0.254,0.0299852289512555,0.254
0.31,0.001,0.165047480449454,"Train",1,0.19,0.0251572327044025,0.192
0.31,0.001,0.282539624471836,"Test",1,0.254,0.0299852289512555,0.254
0.3,0.001,0.164007606781701,"Train",1,0.19,0.0251572327044025,0.192
0.3,0.001,0.275129641520932,"Test",1,0.254,0.0299852289512555,0.254
0.29,0.001,0.164007606781701,"Train",1,0.19,0.0251572327044025,0.192
0.29,0.001,0.275129641520932,"Test",1,0.254,0.0299852289512555,0.254
0.28,0.001,0.162684895350074,"Train",1,0.19,0.0251572327044025,0.192
0.28,0.001,0.275129641520932,"Test",1,0.254,0.0299852289512555,0.254
0.27,0.001,0.161943778202448,"Train",1,0.19,0.0251572327044025,0.192
0.27,0.001,0.267407398581375,"Test",1,0.254,0.0299852289512555,0.254
0.26,0.001,0.160594388267054,"Train",1,0.19,0.0251572327044025,0.192
0.26,0.001,0.260783689004048,"Test",1,0.254,0.0299852289512555,0.254
0.25,0.001,0.163338531515067,"Train",1,0.19,0.0251572327044025,0.192
0.25,0.001,0.254233493636565,"Test",1,0.254,0.0299852289512555,0.254
0.24,0.001,0.157677268711022,"Train",1,0.19,0.0251572327044025,0.192
0.24,0.001,0.248972662686605,"Test",1,0.254,0.0299852289512555,0.254
0.23,0.001,0.153489469494426,"Train",1,0.19,0.0251572327044025,0.192
0.23,0.001,0.243762243304973,"Test",1,0.254,0.0299852289512555,0.254
0.22,0.001,0.151724263065425,"Train",1,0.19,0.0251572327044025,0.192
0.22,0.001,0.238902166576321,"Test",1,0.254,0.0299852289512555,0.254
0.21,0.001,0.150503121122994,"Train",1,0.19,0.0251572327044025,0.192
0.21,0.001,0.238902166576321,"Test",1,0.254,0.0299852289512555,0.254
0.2,0.001,0.147998392889341,"Train",1,0.19,0.0251572327044025,0.192
0.2,0.001,0.238902166576321,"Test",1,0.254,0.0299852289512555,0.254
0.19,0.001,0.144820362176359,"Train",1,0.19,0.0251572327044025,0.192
0.19,0.001,0.232907990608396,"Test",1,0.254,0.0299852289512555,0.254
0.18,0.001,0.144784299737563,"Train",1,0.19,0.0251572327044025,0.192
0.18,0.001,0.233930676113084,"Test",1,0.254,0.0299852289512555,0.254
0.17,0.001,0.145888840709758,"Train",1,0.19,0.0251572327044025,0.192
0.17,0.001,0.223947077252231,"Test",1,0.254,0.0299852289512555,0.254
0.16,0.001,0.142941476751524,"Train",1,0.19,0.0251572327044025,0.192
0.16,0.001,0.22033940876988,"Test",1,0.254,0.0299852289512555,0.254
0.15,0.001,0.136800160189793,"Train",1,0.19,0.0251572327044025,0.192
0.15,0.001,0.203448615240573,"Test",1,0.254,0.0299852289512555,0.254
0.14,0.001,0.133312430410764,"Train",1,0.19,0.0251572327044025,0.192
0.14,0.001,0.197936930087513,"Test",1,0.254,0.0299852289512555,0.254
0.13,0.001,0.135544834858404,"Train",1,0.19,0.0251572327044025,0.192
0.13,0.001,0.190841397749395,"Test",1,0.254,0.0299852289512555,0.254
0.12,0.001,0.130127895523945,"Train",1,0.19,0.0251572327044025,0.192
0.12,0.001,0.185197810366267,"Test",1,0.254,0.0299852289512555,0.254
0.11,0.001,0.124500195045418,"Train",1,0.19,0.0251572327044025,0.192
0.11,0.001,0.168135148893717,"Test",1,0.254,0.0299852289512555,0.254
0.1,0.001,0.118653519472704,"Train",1,0.19,0.0251572327044025,0.192
0.1,0.001,0.153903990087616,"Test",1,0.254,0.0299852289512555,0.254
0.09,0.001,0.11305135435288,"Train",1,0.19,0.0251572327044025,0.192
0.09,0.001,0.137928133657792,"Test",1,0.254,0.0299852289512555,0.254
0.08,0.001,0.107758329276461,"Train",1,0.19,0.0251572327044025,0.192
0.08,0.001,0.129069293059804,"Test",1,0.254,0.0299852289512555,0.254
0.07,0.001,0.0999571945823997,"Train",1,0.19,0.0251572327044025,0.192
0.07,0.001,0.122310144458562,"Test",1,0.254,0.0299852289512555,0.254
0.06,0.001,0.089534860693527,"Train",1,0.19,0.0251572327044025,0.192
0.06,0.001,0.108709995272365,"Test",1,0.254,0.0299852289512555,0.254
0.05,0.001,0.0798852390694612,"Train",1,0.19,0.0251572327044025,0.192
0.05,0.001,0.0926900312055298,"Test",1,0.254,0.0299852289512555,0.254
0.95,0.001,0,"Train",2,0.256,0.0377358490566038,0.262
0.95,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.94,0.001,0,"Train",2,0.256,0.0377358490566038,0.262
0.94,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.93,0.001,0,"Train",2,0.256,0.0377358490566038,0.262
0.93,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.92,0.001,0,"Train",2,0.256,0.0377358490566038,0.262
0.92,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.91,0.001,0,"Train",2,0.256,0.0377358490566038,0.262
0.91,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.9,0.001,0,"Train",2,0.256,0.0377358490566038,0.262
0.9,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.89,0.001,0.0258497506788985,"Train",2,0.256,0.0377358490566038,0.262
0.89,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.88,0.001,0.0258497506788985,"Train",2,0.256,0.0377358490566038,0.262
0.88,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.87,0.001,0.0258497506788985,"Train",2,0.256,0.0377358490566038,0.262
0.87,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.86,0.001,0.0258497506788985,"Train",2,0.256,0.0377358490566038,0.262
0.86,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.85,0.001,0.0258497506788985,"Train",2,0.256,0.0377358490566038,0.262
0.85,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.84,0.001,0.0258497506788985,"Train",2,0.256,0.0377358490566038,0.262
0.84,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.83,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.83,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.82,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.82,0.001,0,"Train",2,0.286,0.0377358490566038,0.286
0.81,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.81,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.8,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.8,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.79,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.79,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.78,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.78,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.77,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.77,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.76,0.001,0.0519842051961342,"Train",2,0.256,0.0377358490566038,0.262
0.76,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.75,0.001,0.0620155911686761,"Train",2,0.256,0.0377358490566038,0.262
0.75,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.74,0.001,0.0620155911686761,"Train",2,0.256,0.0377358490566038,0.262
0.74,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.73,0.001,0.0620155911686761,"Train",2,0.256,0.0377358490566038,0.262
0.73,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.72,0.001,0.0671752854436577,"Train",2,0.256,0.0377358490566038,0.262
0.72,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.71,0.001,0.0671752854436577,"Train",2,0.256,0.0377358490566038,0.262
0.71,0.001,0.0784042120175733,"Test",2,0.286,0.0299852289512555,0.286
0.7,0.001,0.0671752854436577,"Train",2,0.256,0.0377358490566038,0.262
0.7,0.001,0.0821217018112558,"Test",2,0.286,0.0299852289512555,0.286
0.69,0.001,0.0816089188114829,"Train",2,0.256,0.0377358490566038,0.262
0.69,0.001,0.107696864973156,"Test",2,0.286,0.0299852289512555,0.286
0.68,0.001,0.0808802718516632,"Train",2,0.256,0.0377358490566038,0.262
0.68,0.001,0.107696864973156,"Test",2,0.286,0.0299852289512555,0.286
0.67,0.001,0.0780785132496744,"Train",2,0.256,0.0377358490566038,0.262
0.67,0.001,0.107696864973156,"Test",2,0.286,0.0299852289512555,0.286
0.66,0.001,0.0772128556638192,"Train",2,0.256,0.0377358490566038,0.262
0.66,0.001,0.107696864973156,"Test",2,0.286,0.0299852289512555,0.286
0.65,0.001,0.0746680249728246,"Train",2,0.256,0.0377358490566038,0.262
0.65,0.001,0.104258165122331,"Test",2,0.286,0.0299852289512555,0.286
0.64,0.001,0.0732498964872592,"Train",2,0.256,0.0377358490566038,0.262
0.64,0.001,0.104258165122331,"Test",2,0.286,0.0299852289512555,0.286
0.63,0.001,0.0683752531483921,"Train",2,0.256,0.0377358490566038,0.262
0.63,0.001,0.116015654495893,"Test",2,0.286,0.0299852289512555,0.286
0.62,0.001,0.0863678909129635,"Train",2,0.256,0.0377358490566038,0.262
0.62,0.001,0.108368680186611,"Test",2,0.286,0.0299852289512555,0.286
0.61,0.001,0.0851300734593245,"Train",2,0.256,0.0377358490566038,0.262
0.61,0.001,0.108368680186611,"Test",2,0.286,0.0299852289512555,0.286
0.6,0.001,0.0834919986588856,"Train",2,0.256,0.0377358490566038,0.262
0.6,0.001,0.103535973372102,"Test",2,0.286,0.0299852289512555,0.286
0.59,0.001,0.0834919986588856,"Train",2,0.256,0.0377358490566038,0.262
0.59,0.001,0.100288482656296,"Test",2,0.286,0.0299852289512555,0.286
0.58,0.001,0.0918366432561995,"Train",2,0.256,0.0377358490566038,0.262
0.58,0.001,0.100288482656296,"Test",2,0.286,0.0299852289512555,0.286
0.57,0.001,0.0918366432561995,"Train",2,0.256,0.0377358490566038,0.262
0.57,0.001,0.126452852870943,"Test",2,0.286,0.0299852289512555,0.286
0.56,0.001,0.0918366432561995,"Train",2,0.256,0.0377358490566038,0.262
0.56,0.001,0.12314110589545,"Test",2,0.286,0.0299852289512555,0.286
0.55,0.001,0.0964940989122237,"Train",2,0.256,0.0377358490566038,0.262
0.55,0.001,0.12314110589545,"Test",2,0.286,0.0299852289512555,0.286
0.54,0.001,0.0964940989122237,"Train",2,0.256,0.0377358490566038,0.262
0.54,0.001,0.12314110589545,"Test",2,0.286,0.0299852289512555,0.286
0.53,0.001,0.0955210841293737,"Train",2,0.256,0.0377358490566038,0.262
0.53,0.001,0.12314110589545,"Test",2,0.286,0.0299852289512555,0.286
0.52,0.001,0.0946442742584034,"Train",2,0.256,0.0377358490566038,0.262
0.52,0.001,0.12314110589545,"Test",2,0.286,0.0299852289512555,0.286
0.51,0.001,0.111910595618749,"Train",2,0.256,0.0377358490566038,0.262
0.51,0.001,0.12314110589545,"Test",2,0.286,0.0299852289512555,0.286
0.5,0.001,0.111910595618749,"Train",2,0.256,0.0377358490566038,0.262
0.5,0.001,0.12314110589545,"Test",2,0.286,0.0299852289512555,0.286
0.49,0.001,0.111910595618749,"Train",2,0.256,0.0377358490566038,0.262
0.49,0.001,0.150507909647871,"Test",2,0.286,0.0299852289512555,0.286
0.48,0.001,0.111910595618749,"Train",2,0.256,0.0377358490566038,0.262
0.48,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.47,0.001,0.111910595618749,"Train",2,0.256,0.0377358490566038,0.262
0.47,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.46,0.001,0.112111914659698,"Train",2,0.256,0.0377358490566038,0.262
0.46,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.45,0.001,0.115385955565966,"Train",2,0.256,0.0377358490566038,0.262
0.45,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.44,0.001,0.116474648830418,"Train",2,0.256,0.0377358490566038,0.262
0.44,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.43,0.001,0.127078642076894,"Train",2,0.256,0.0377358490566038,0.262
0.43,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.42,0.001,0.127078642076894,"Train",2,0.256,0.0377358490566038,0.262
0.42,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.41,0.001,0.126323965085834,"Train",2,0.256,0.0377358490566038,0.262
0.41,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.4,0.001,0.125187070638282,"Train",2,0.256,0.0377358490566038,0.262
0.4,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.39,0.001,0.125187070638282,"Train",2,0.256,0.0377358490566038,0.262
0.39,0.001,0.192342203536928,"Test",2,0.286,0.0299852289512555,0.286
0.38,0.001,0.125510423990819,"Train",2,0.256,0.0377358490566038,0.262
0.38,0.001,0.236479772873372,"Test",2,0.286,0.0299852289512555,0.286
0.37,0.001,0.124086397671096,"Train",2,0.256,0.0377358490566038,0.262
0.37,0.001,0.236479772873372,"Test",2,0.286,0.0299852289512555,0.286
0.36,0.001,0.123967330597169,"Train",2,0.256,0.0377358490566038,0.262
0.36,0.001,0.236479772873372,"Test",2,0.286,0.0299852289512555,0.286
0.35,0.001,0.123967330597169,"Train",2,0.256,0.0377358490566038,0.262
0.35,0.001,0.24292847035563,"Test",2,0.286,0.0299852289512555,0.286
0.34,0.001,0.123873433849424,"Train",2,0.256,0.0377358490566038,0.262
0.34,0.001,0.235499703061097,"Test",2,0.286,0.0299852289512555,0.286
0.33,0.001,0.119768680008345,"Train",2,0.256,0.0377358490566038,0.262
0.33,0.001,0.235499703061097,"Test",2,0.286,0.0299852289512555,0.286
0.32,0.001,0.119768680008345,"Train",2,0.256,0.0377358490566038,0.262
0.32,0.001,0.233089811560443,"Test",2,0.286,0.0299852289512555,0.286
0.31,0.001,0.124751056220896,"Train",2,0.256,0.0377358490566038,0.262
0.31,0.001,0.223024232368654,"Test",2,0.286,0.0299852289512555,0.286
0.3,0.001,0.134820981761422,"Train",2,0.256,0.0377358490566038,0.262
0.3,0.001,0.220045305518551,"Test",2,0.286,0.0299852289512555,0.286
0.29,0.001,0.136009208909277,"Train",2,0.256,0.0377358490566038,0.262
0.29,0.001,0.220045305518551,"Test",2,0.286,0.0299852289512555,0.286
0.28,0.001,0.137390542616472,"Train",2,0.256,0.0377358490566038,0.262
0.28,0.001,0.221455328825243,"Test",2,0.286,0.0299852289512555,0.286
0.27,0.001,0.136627638695448,"Train",2,0.256,0.0377358490566038,0.262
0.27,0.001,0.221455328825243,"Test",2,0.286,0.0299852289512555,0.286
0.26,0.001,0.142020056048994,"Train",2,0.256,0.0377358490566038,0.262
0.26,0.001,0.2118501021519,"Test",2,0.286,0.0299852289512555,0.286
0.25,0.001,0.14319520275866,"Train",2,0.256,0.0377358490566038,0.262
0.25,0.001,0.208806597117798,"Test",2,0.286,0.0299852289512555,0.286
0.24,0.001,0.141054063817865,"Train",2,0.256,0.0377358490566038,0.262
0.24,0.001,0.208806597117798,"Test",2,0.286,0.0299852289512555,0.286
0.23,0.001,0.13707617737992,"Train",2,0.256,0.0377358490566038,0.262
0.23,0.001,0.208063426581655,"Test",2,0.286,0.0299852289512555,0.286
0.22,0.001,0.136392904930399,"Train",2,0.256,0.0377358490566038,0.262
0.22,0.001,0.208063426581655,"Test",2,0.286,0.0299852289512555,0.286
0.21,0.001,0.139173123165147,"Train",2,0.256,0.0377358490566038,0.262
0.21,0.001,0.208063426581655,"Test",2,0.286,0.0299852289512555,0.286
0.2,0.001,0.134601751981731,"Train",2,0.256,0.0377358490566038,0.262
0.2,0.001,0.237769755877602,"Test",2,0.286,0.0299852289512555,0.286
0.19,0.001,0.129517582307485,"Train",2,0.256,0.0377358490566038,0.262
0.19,0.001,0.228129460864015,"Test",2,0.286,0.0299852289512555,0.286
0.18,0.001,0.127061332904174,"Train",2,0.256,0.0377358490566038,0.262
0.18,0.001,0.241658243717039,"Test",2,0.286,0.0299852289512555,0.286
0.17,0.001,0.122891237942801,"Train",2,0.256,0.0377358490566038,0.262
0.17,0.001,0.231329698912327,"Test",2,0.286,0.0299852289512555,0.286
0.16,0.001,0.119766363206892,"Train",2,0.256,0.0377358490566038,0.262
0.16,0.001,0.208280853149868,"Test",2,0.286,0.0299852289512555,0.286
0.15,0.001,0.113687945460058,"Train",2,0.256,0.0377358490566038,0.262
0.15,0.001,0.193163889866275,"Test",2,0.286,0.0299852289512555,0.286
0.14,0.001,0.11003832834129,"Train",2,0.256,0.0377358490566038,0.262
0.14,0.001,0.181285764622989,"Test",2,0.286,0.0299852289512555,0.286
0.13,0.001,0.106083932788244,"Train",2,0.256,0.0377358490566038,0.262
0.13,0.001,0.185008713173765,"Test",2,0.286,0.0299852289512555,0.286
0.12,0.001,0.101050083020783,"Train",2,0.256,0.0377358490566038,0.262
0.12,0.001,0.170524123260024,"Test",2,0.286,0.0299852289512555,0.286
0.11,0.001,0.0981431030208249,"Train",2,0.256,0.0377358490566038,0.262
0.11,0.001,0.165407777769611,"Test",2,0.286,0.0299852289512555,0.286
0.1,0.001,0.0915842170722411,"Train",2,0.256,0.0377358490566038,0.262
0.1,0.001,0.152167482810869,"Test",2,0.286,0.0299852289512555,0.286
0.09,0.001,0.080704277677354,"Train",2,0.256,0.0377358490566038,0.262
0.09,0.001,0.143378013007663,"Test",2,0.286,0.0299852289512555,0.286
0.08,0.001,0.0757327760318393,"Train",2,0.256,0.0377358490566038,0.262
0.08,0.001,0.129841985166059,"Test",2,0.286,0.0299852289512555,0.286
0.07,0.001,0.0727325249798519,"Train",2,0.256,0.0377358490566038,0.262
0.07,0.001,0.117290156282994,"Test",2,0.286,0.0299852289512555,0.286
