"Cutoff","Fraction","Kappa","Set","Iteration","Quantile.97","PCancel","QuantilePCancel"
0.44,0.001,0.0854603054217955,"Train",49,0.186,0.0260557053009883,0.186
0.44,0.001,0.148821471059611,"Test",49,0.18,0.0299852289512555,0.18
0.43,0.001,0.0854603054217955,"Train",49,0.186,0.0260557053009883,0.186
0.43,0.001,0.148821471059611,"Test",49,0.18,0.0299852289512555,0.18
0.42,0.001,0.0854603054217955,"Train",49,0.186,0.0260557053009883,0.186
0.42,0.001,0.211722072245401,"Test",49,0.18,0.0299852289512555,0.18
0.41,0.001,0.0854603054217955,"Train",49,0.186,0.0260557053009883,0.186
0.41,0.001,0.211722072245401,"Test",49,0.18,0.0299852289512555,0.18
0.4,0.001,0.0854572547864711,"Train",49,0.186,0.0260557053009883,0.186
0.4,0.001,0.282622746023844,"Test",49,0.18,0.0299852289512555,0.18
0.39,0.001,0.0842303086408607,"Train",49,0.186,0.0260557053009883,0.186
0.39,0.001,0.273157163839461,"Test",49,0.18,0.0299852289512555,0.18
0.38,0.001,0.0880434962426789,"Train",49,0.186,0.0260557053009883,0.186
0.38,0.001,0.273157163839461,"Test",49,0.18,0.0299852289512555,0.18
0.37,0.001,0.105781645290299,"Train",49,0.186,0.0260557053009883,0.186
0.37,0.001,0.273157163839461,"Test",49,0.18,0.0299852289512555,0.18
0.36,0.001,0.11594614970421,"Train",49,0.186,0.0260557053009883,0.186
0.36,0.001,0.26507062807483,"Test",49,0.18,0.0299852289512555,0.18
0.35,0.001,0.11594614970421,"Train",49,0.186,0.0260557053009883,0.186
0.35,0.001,0.26507062807483,"Test",49,0.18,0.0299852289512555,0.18
0.34,0.001,0.11594614970421,"Train",49,0.186,0.0260557053009883,0.186
0.34,0.001,0.257885007616999,"Test",49,0.18,0.0299852289512555,0.18
0.33,0.001,0.116073538734005,"Train",49,0.186,0.0260557053009883,0.186
0.33,0.001,0.257885007616999,"Test",49,0.18,0.0299852289512555,0.18
0.32,0.001,0.116073538734005,"Train",49,0.186,0.0260557053009883,0.186
0.32,0.001,0.257885007616999,"Test",49,0.18,0.0299852289512555,0.18
0.31,0.001,0.115101365677456,"Train",49,0.186,0.0260557053009883,0.186
0.31,0.001,0.257885007616999,"Test",49,0.18,0.0299852289512555,0.18
0.3,0.001,0.115101365677456,"Train",49,0.186,0.0260557053009883,0.186
0.3,0.001,0.257885007616999,"Test",49,0.18,0.0299852289512555,0.18
0.29,0.001,0.115101365677456,"Train",49,0.186,0.0260557053009883,0.186
0.29,0.001,0.257885007616999,"Test",49,0.18,0.0299852289512555,0.18
0.28,0.001,0.11390727602838,"Train",49,0.186,0.0260557053009883,0.186
0.28,0.001,0.257885007616999,"Test",49,0.18,0.0299852289512555,0.18
0.27,0.001,0.126998548814871,"Train",49,0.186,0.0260557053009883,0.186
0.27,0.001,0.250610830672048,"Test",49,0.18,0.0299852289512555,0.18
0.26,0.001,0.130976845460021,"Train",49,0.186,0.0260557053009883,0.186
0.26,0.001,0.293401067601349,"Test",49,0.18,0.0299852289512555,0.18
0.25,0.001,0.144649511924418,"Train",49,0.186,0.0260557053009883,0.186
0.25,0.001,0.296150606993421,"Test",49,0.18,0.0299852289512555,0.18
0.24,0.001,0.148130097380602,"Train",49,0.186,0.0260557053009883,0.186
0.24,0.001,0.305695050705868,"Test",49,0.18,0.0299852289512555,0.18
0.23,0.001,0.163622112305756,"Train",49,0.186,0.0260557053009883,0.186
0.23,0.001,0.305695050705868,"Test",49,0.18,0.0299852289512555,0.18
0.22,0.001,0.174234507790118,"Train",49,0.186,0.0260557053009883,0.186
0.22,0.001,0.305695050705868,"Test",49,0.18,0.0299852289512555,0.18
0.21,0.001,0.174140471945017,"Train",49,0.186,0.0260557053009883,0.186
0.21,0.001,0.291886981943865,"Test",49,0.18,0.0299852289512555,0.18
0.2,0.001,0.167128282397275,"Train",49,0.186,0.0260557053009883,0.186
0.2,0.001,0.291886981943865,"Test",49,0.18,0.0299852289512555,0.18
0.19,0.001,0.165562888569239,"Train",49,0.186,0.0260557053009883,0.186
0.19,0.001,0.289543576076418,"Test",49,0.18,0.0299852289512555,0.18
0.18,0.001,0.162098944638921,"Train",49,0.186,0.0260557053009883,0.186
0.18,0.001,0.282442994198394,"Test",49,0.18,0.0299852289512555,0.18
0.17,0.001,0.161636086166206,"Train",49,0.186,0.0260557053009883,0.186
0.17,0.001,0.283338500743967,"Test",49,0.18,0.0299852289512555,0.18
0.16,0.001,0.160492515191131,"Train",49,0.186,0.0260557053009883,0.186
0.16,0.001,0.277294025766105,"Test",49,0.18,0.0299852289512555,0.18
0.15,0.001,0.1612270663329,"Train",49,0.186,0.0260557053009883,0.186
0.15,0.001,0.270281795837157,"Test",49,0.18,0.0299852289512555,0.18
0.14,0.001,0.156848453346248,"Train",49,0.186,0.0260557053009883,0.186
0.14,0.001,0.250244449895484,"Test",49,0.18,0.0299852289512555,0.18
0.13,0.001,0.154004991667377,"Train",49,0.186,0.0260557053009883,0.186
0.13,0.001,0.24215276170209,"Test",49,0.18,0.0299852289512555,0.18
0.12,0.001,0.147628560851267,"Train",49,0.186,0.0260557053009883,0.186
0.12,0.001,0.217570740589414,"Test",49,0.18,0.0299852289512555,0.18
0.11,0.001,0.140991114913621,"Train",49,0.186,0.0260557053009883,0.186
0.11,0.001,0.198691187936668,"Test",49,0.18,0.0299852289512555,0.18
0.1,0.001,0.135236755976307,"Train",49,0.186,0.0260557053009883,0.186
0.1,0.001,0.171753138187438,"Test",49,0.18,0.0299852289512555,0.18
0.09,0.001,0.12985455764109,"Train",49,0.186,0.0260557053009883,0.186
0.09,0.001,0.155946213842961,"Test",49,0.18,0.0299852289512555,0.18
0.08,0.001,0.120308612933244,"Train",49,0.186,0.0260557053009883,0.186
0.08,0.001,0.154565454536655,"Test",49,0.18,0.0299852289512555,0.18
0.07,0.001,0.109595045326025,"Train",49,0.186,0.0260557053009883,0.186
0.07,0.001,0.142970177254041,"Test",49,0.18,0.0299852289512555,0.18
0.06,0.001,0.0999610728915678,"Train",49,0.186,0.0260557053009883,0.186
0.06,0.001,0.121676741012461,"Test",49,0.18,0.0299852289512555,0.18
0.05,0.001,0.0876035947759441,"Train",49,0.186,0.0260557053009883,0.186
0.05,0.001,0.102278818798768,"Test",49,0.18,0.0299852289512555,0.18
0.95,0.001,0.0257040036108887,"Train",50,0.232,0.0377358490566038,0.248
0.95,0.001,0.0401027752377819,"Test",50,0.268,0.0299852289512555,0.268
0.94,0.001,0.048321892706789,"Train",50,0.232,0.0377358490566038,0.248
0.94,0.001,0.0401027752377819,"Test",50,0.268,0.0299852289512555,0.268
0.93,0.001,0.0734727324073536,"Train",50,0.232,0.0377358490566038,0.248
0.93,0.001,0.0401027752377819,"Test",50,0.268,0.0299852289512555,0.268
0.92,0.001,0.0734727324073536,"Train",50,0.232,0.0377358490566038,0.248
0.92,0.001,0.113682773508579,"Test",50,0.268,0.0299852289512555,0.268
0.91,0.001,0.0734727324073536,"Train",50,0.232,0.0377358490566038,0.248
0.91,0.001,0.113682773508579,"Test",50,0.268,0.0299852289512555,0.268
0.9,0.001,0.0734727324073536,"Train",50,0.232,0.0377358490566038,0.248
0.9,0.001,0.113682773508579,"Test",50,0.268,0.0299852289512555,0.268
0.89,0.001,0.0734727324073536,"Train",50,0.232,0.0377358490566038,0.248
0.89,0.001,0.113682773508579,"Test",50,0.268,0.0299852289512555,0.268
0.88,0.001,0.0734727324073536,"Train",50,0.232,0.0377358490566038,0.248
0.88,0.001,0.113682773508579,"Test",50,0.268,0.0299852289512555,0.268
0.87,0.001,0.0857042882273917,"Train",50,0.232,0.0377358490566038,0.248
0.87,0.001,0.113682773508579,"Test",50,0.268,0.0299852289512555,0.268
0.86,0.001,0.108874372108991,"Train",50,0.232,0.0377358490566038,0.248
0.86,0.001,0.113682773508579,"Test",50,0.268,0.0299852289512555,0.268
0.85,0.001,0.112229994804536,"Train",50,0.232,0.0377358490566038,0.248
0.85,0.001,0.172773082662106,"Test",50,0.268,0.0299852289512555,0.268
0.84,0.001,0.112229994804536,"Train",50,0.232,0.0377358490566038,0.248
0.84,0.001,0.172773082662106,"Test",50,0.268,0.0299852289512555,0.268
0.83,0.001,0.112229994804536,"Train",50,0.232,0.0377358490566038,0.248
0.83,0.001,0.172773082662106,"Test",50,0.268,0.0299852289512555,0.268
0.82,0.001,0.112229994804536,"Train",50,0.232,0.0377358490566038,0.248
0.82,0.001,0.172773082662106,"Test",50,0.268,0.0299852289512555,0.268
0.81,0.001,0.112229994804536,"Train",50,0.232,0.0377358490566038,0.248
0.81,0.001,0.172773082662106,"Test",50,0.268,0.0299852289512555,0.268
0.8,0.001,0.125753944380571,"Train",50,0.232,0.0377358490566038,0.248
0.8,0.001,0.172773082662106,"Test",50,0.268,0.0299852289512555,0.268
0.79,0.001,0.125753944380571,"Train",50,0.232,0.0377358490566038,0.248
0.79,0.001,0.172773082662106,"Test",50,0.268,0.0299852289512555,0.268
0.78,0.001,0.147574644151632,"Train",50,0.232,0.0377358490566038,0.248
0.78,0.001,0.194342234086323,"Test",50,0.268,0.0299852289512555,0.268
0.77,0.001,0.147574644151632,"Train",50,0.232,0.0377358490566038,0.248
0.77,0.001,0.194342234086323,"Test",50,0.268,0.0299852289512555,0.268
0.76,0.001,0.147574644151632,"Train",50,0.232,0.0377358490566038,0.248
0.76,0.001,0.194342234086323,"Test",50,0.268,0.0299852289512555,0.268
0.75,0.001,0.147574644151632,"Train",50,0.232,0.0377358490566038,0.248
0.75,0.001,0.194342234086323,"Test",50,0.268,0.0299852289512555,0.268
0.74,0.001,0.152476219480348,"Train",50,0.232,0.0377358490566038,0.248
0.74,0.001,0.194342234086323,"Test",50,0.268,0.0299852289512555,0.268
0.73,0.001,0.152476219480348,"Train",50,0.232,0.0377358490566038,0.248
0.73,0.001,0.194342234086323,"Test",50,0.268,0.0299852289512555,0.268
0.72,0.001,0.152476219480348,"Train",50,0.232,0.0377358490566038,0.248
0.72,0.001,0.202956280483489,"Test",50,0.268,0.0299852289512555,0.268
0.71,0.001,0.159993229912338,"Train",50,0.232,0.0377358490566038,0.248
0.71,0.001,0.202956280483489,"Test",50,0.268,0.0299852289512555,0.268
0.7,0.001,0.159993229912338,"Train",50,0.232,0.0377358490566038,0.248
0.7,0.001,0.202956280483489,"Test",50,0.268,0.0299852289512555,0.268
0.69,0.001,0.159993229912338,"Train",50,0.232,0.0377358490566038,0.248
0.69,0.001,0.202956280483489,"Test",50,0.268,0.0299852289512555,0.268
0.68,0.001,0.157991637164724,"Train",50,0.232,0.0377358490566038,0.248
0.68,0.001,0.202956280483489,"Test",50,0.268,0.0299852289512555,0.268
0.67,0.001,0.156501023949922,"Train",50,0.232,0.0377358490566038,0.248
0.67,0.001,0.202956280483489,"Test",50,0.268,0.0299852289512555,0.268
0.66,0.001,0.151593609528503,"Train",50,0.232,0.0377358490566038,0.248
0.66,0.001,0.202956280483489,"Test",50,0.268,0.0299852289512555,0.268
0.65,0.001,0.152114556619075,"Train",50,0.232,0.0377358490566038,0.248
0.65,0.001,0.193815077622606,"Test",50,0.268,0.0299852289512555,0.268
0.64,0.001,0.152714868250889,"Train",50,0.232,0.0377358490566038,0.248
0.64,0.001,0.18936339275262,"Test",50,0.268,0.0299852289512555,0.268
0.63,0.001,0.151702408702467,"Train",50,0.232,0.0377358490566038,0.248
0.63,0.001,0.240820878880112,"Test",50,0.268,0.0299852289512555,0.268
0.62,0.001,0.161504559365988,"Train",50,0.232,0.0377358490566038,0.248
0.62,0.001,0.234035457417993,"Test",50,0.268,0.0299852289512555,0.268
0.61,0.001,0.172431561258841,"Train",50,0.232,0.0377358490566038,0.248
0.61,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.6,0.001,0.172431561258841,"Train",50,0.232,0.0377358490566038,0.248
0.6,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.59,0.001,0.178501611924405,"Train",50,0.232,0.0377358490566038,0.248
0.59,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.58,0.001,0.178501611924405,"Train",50,0.232,0.0377358490566038,0.248
0.58,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.57,0.001,0.18242022277629,"Train",50,0.232,0.0377358490566038,0.248
0.57,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.56,0.001,0.180889733850677,"Train",50,0.232,0.0377358490566038,0.248
0.56,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.55,0.001,0.180889733850677,"Train",50,0.232,0.0377358490566038,0.248
0.55,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.54,0.001,0.179816659027431,"Train",50,0.232,0.0377358490566038,0.248
0.54,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.53,0.001,0.179816659027431,"Train",50,0.232,0.0377358490566038,0.248
0.53,0.001,0.254165901531503,"Test",50,0.268,0.0299852289512555,0.268
0.52,0.001,0.184171590132776,"Train",50,0.232,0.0377358490566038,0.248
0.52,0.001,0.260811939783319,"Test",50,0.268,0.0299852289512555,0.268
0.51,0.001,0.184171590132776,"Train",50,0.232,0.0377358490566038,0.248
0.51,0.001,0.260811939783319,"Test",50,0.268,0.0299852289512555,0.268
0.5,0.001,0.184171590132776,"Train",50,0.232,0.0377358490566038,0.248
0.5,0.001,0.260811939783319,"Test",50,0.268,0.0299852289512555,0.268
0.49,0.001,0.184171590132776,"Train",50,0.232,0.0377358490566038,0.248
0.49,0.001,0.260811939783319,"Test",50,0.268,0.0299852289512555,0.268
0.48,0.001,0.184171590132776,"Train",50,0.232,0.0377358490566038,0.248
0.48,0.001,0.257347469305095,"Test",50,0.268,0.0299852289512555,0.268
0.47,0.001,0.188950748064718,"Train",50,0.232,0.0377358490566038,0.248
0.47,0.001,0.258858342140109,"Test",50,0.268,0.0299852289512555,0.268
0.46,0.001,0.188950748064718,"Train",50,0.232,0.0377358490566038,0.248
0.46,0.001,0.258858342140109,"Test",50,0.268,0.0299852289512555,0.268
0.45,0.001,0.188950748064718,"Train",50,0.232,0.0377358490566038,0.248
0.45,0.001,0.258858342140109,"Test",50,0.268,0.0299852289512555,0.268
0.44,0.001,0.182410105188849,"Train",50,0.232,0.0377358490566038,0.248
0.44,0.001,0.258858342140109,"Test",50,0.268,0.0299852289512555,0.268
0.43,0.001,0.185182518536445,"Train",50,0.232,0.0377358490566038,0.248
0.43,0.001,0.258858342140109,"Test",50,0.268,0.0299852289512555,0.268
0.42,0.001,0.192017163602768,"Train",50,0.232,0.0377358490566038,0.248
0.42,0.001,0.251766397497625,"Test",50,0.268,0.0299852289512555,0.268
0.41,0.001,0.192620211909472,"Train",50,0.232,0.0377358490566038,0.248
0.41,0.001,0.251766397497625,"Test",50,0.268,0.0299852289512555,0.268
0.4,0.001,0.192122308496329,"Train",50,0.232,0.0377358490566038,0.248
0.4,0.001,0.251766397497625,"Test",50,0.268,0.0299852289512555,0.268
0.39,0.001,0.192122308496329,"Train",50,0.232,0.0377358490566038,0.248
0.39,0.001,0.251766397497625,"Test",50,0.268,0.0299852289512555,0.268
0.38,0.001,0.192122308496329,"Train",50,0.232,0.0377358490566038,0.248
0.38,0.001,0.251766397497625,"Test",50,0.268,0.0299852289512555,0.268
0.37,0.001,0.191328217528841,"Train",50,0.232,0.0377358490566038,0.248
0.37,0.001,0.251766397497625,"Test",50,0.268,0.0299852289512555,0.268
0.36,0.001,0.190639854522686,"Train",50,0.232,0.0377358490566038,0.248
0.36,0.001,0.246355994031816,"Test",50,0.268,0.0299852289512555,0.268
0.35,0.001,0.190639854522686,"Train",50,0.232,0.0377358490566038,0.248
0.35,0.001,0.246355994031816,"Test",50,0.268,0.0299852289512555,0.268
0.34,0.001,0.190639854522686,"Train",50,0.232,0.0377358490566038,0.248
0.34,0.001,0.241599059483901,"Test",50,0.268,0.0299852289512555,0.268
0.33,0.001,0.190048233901338,"Train",50,0.232,0.0377358490566038,0.248
0.33,0.001,0.241599059483901,"Test",50,0.268,0.0299852289512555,0.268
0.32,0.001,0.188011177805494,"Train",50,0.232,0.0377358490566038,0.248
0.32,0.001,0.241599059483901,"Test",50,0.268,0.0299852289512555,0.268
0.31,0.001,0.188011177805494,"Train",50,0.232,0.0377358490566038,0.248
0.31,0.001,0.235087499522645,"Test",50,0.268,0.0299852289512555,0.268
0.3,0.001,0.186370851515546,"Train",50,0.232,0.0377358490566038,0.248
0.3,0.001,0.235087499522645,"Test",50,0.268,0.0299852289512555,0.268
0.29,0.001,0.184719602727513,"Train",50,0.232,0.0377358490566038,0.248
0.29,0.001,0.229638487919235,"Test",50,0.268,0.0299852289512555,0.268
0.28,0.001,0.18406626972344,"Train",50,0.232,0.0377358490566038,0.248
0.28,0.001,0.229638487919235,"Test",50,0.268,0.0299852289512555,0.268
0.27,0.001,0.181566225796961,"Train",50,0.232,0.0377358490566038,0.248
0.27,0.001,0.22494947868502,"Test",50,0.268,0.0299852289512555,0.268
0.26,0.001,0.181566225796961,"Train",50,0.232,0.0377358490566038,0.248
0.26,0.001,0.212223122978338,"Test",50,0.268,0.0299852289512555,0.268
0.25,0.001,0.178486064177929,"Train",50,0.232,0.0377358490566038,0.248
0.25,0.001,0.212223122978338,"Test",50,0.268,0.0299852289512555,0.268
0.24,0.001,0.177110442857833,"Train",50,0.232,0.0377358490566038,0.248
0.24,0.001,0.212223122978338,"Test",50,0.268,0.0299852289512555,0.268
0.23,0.001,0.172882859293101,"Train",50,0.232,0.0377358490566038,0.248
0.23,0.001,0.205947903127126,"Test",50,0.268,0.0299852289512555,0.268
0.22,0.001,0.172251399698927,"Train",50,0.232,0.0377358490566038,0.248
0.22,0.001,0.201162189514338,"Test",50,0.268,0.0299852289512555,0.268
0.21,0.001,0.169368258512215,"Train",50,0.232,0.0377358490566038,0.248
0.21,0.001,0.196774601660294,"Test",50,0.268,0.0299852289512555,0.268
0.2,0.001,0.167768578976045,"Train",50,0.232,0.0377358490566038,0.248
0.2,0.001,0.196774601660294,"Test",50,0.268,0.0299852289512555,0.268
0.19,0.001,0.163612171701804,"Train",50,0.232,0.0377358490566038,0.248
0.19,0.001,0.196774601660294,"Test",50,0.268,0.0299852289512555,0.268
0.18,0.001,0.161168877630108,"Train",50,0.232,0.0377358490566038,0.248
0.18,0.001,0.193177512547815,"Test",50,0.268,0.0299852289512555,0.268
0.17,0.001,0.16034920233468,"Train",50,0.232,0.0377358490566038,0.248
0.17,0.001,0.189389277734525,"Test",50,0.268,0.0299852289512555,0.268
0.16,0.001,0.159897802154718,"Train",50,0.232,0.0377358490566038,0.248
0.16,0.001,0.187394281532113,"Test",50,0.268,0.0299852289512555,0.268
0.15,0.001,0.159097645237693,"Train",50,0.232,0.0377358490566038,0.248
0.15,0.001,0.181367229472329,"Test",50,0.268,0.0299852289512555,0.268
0.14,0.001,0.148823152802201,"Train",50,0.232,0.0377358490566038,0.248
0.14,0.001,0.157881419716772,"Test",50,0.268,0.0299852289512555,0.268
0.13,0.001,0.141317039463819,"Train",50,0.232,0.0377358490566038,0.248
0.13,0.001,0.143527874560635,"Test",50,0.268,0.0299852289512555,0.268
0.12,0.001,0.13720330271347,"Train",50,0.232,0.0377358490566038,0.248
0.12,0.001,0.126314386256022,"Test",50,0.268,0.0299852289512555,0.268
0.11,0.001,0.129288620766097,"Train",50,0.232,0.0377358490566038,0.248
0.11,0.001,0.117686527728893,"Test",50,0.268,0.0299852289512555,0.268
0.1,0.001,0.119171151999202,"Train",50,0.232,0.0377358490566038,0.248
0.1,0.001,0.107441573880349,"Test",50,0.268,0.0299852289512555,0.268
0.09,0.001,0.108681614580171,"Train",50,0.232,0.0377358490566038,0.248
0.09,0.001,0.113443474222339,"Test",50,0.268,0.0299852289512555,0.268
0.08,0.001,0.0997971413429652,"Train",50,0.232,0.0377358490566038,0.248
0.08,0.001,0.0998818306982751,"Test",50,0.268,0.0299852289512555,0.268
0.07,0.001,0.0920770472644736,"Train",50,0.232,0.0377358490566038,0.248
0.07,0.001,0.0954483927254806,"Test",50,0.268,0.0299852289512555,0.268
0.06,0.001,0.0833885368677627,"Train",50,0.232,0.0377358490566038,0.248
0.06,0.001,0.0869248426161371,"Test",50,0.268,0.0299852289512555,0.268
0.05,0.001,0.0743367800892832,"Train",50,0.232,0.0377358490566038,0.248
0.05,0.001,0.0863005116358919,"Test",50,0.268,0.0299852289512555,0.268
0.95,0.001,0,"Train",51,0.242,0.0305480682839173,0.242
0.95,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.94,0.001,0,"Train",51,0.242,0.0305480682839173,0.242
0.94,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.93,0.001,0,"Train",51,0.242,0.0305480682839173,0.242
0.93,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.92,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.92,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.91,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.91,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.9,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.9,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.89,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.89,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.88,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.88,0.001,0,"Train",51,0.228,0.0305480682839173,0.228
0.87,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.87,0.001,0.0751972078954325,"Test",51,0.228,0.0299852289512555,0.228
0.86,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.86,0.001,0.0751972078954325,"Test",51,0.228,0.0299852289512555,0.228
0.85,0.001,0.0145290825034648,"Train",51,0.242,0.0305480682839173,0.242
0.85,0.001,0.0751972078954325,"Test",51,0.228,0.0299852289512555,0.228
0.84,0.001,0.0565720352798897,"Train",51,0.242,0.0305480682839173,0.242
0.84,0.001,0.0751972078954325,"Test",51,0.228,0.0299852289512555,0.228
0.83,0.001,0.0815764957220922,"Train",51,0.242,0.0305480682839173,0.242
0.83,0.001,0.0751972078954325,"Test",51,0.228,0.0299852289512555,0.228
0.82,0.001,0.0815764957220922,"Train",51,0.242,0.0305480682839173,0.242
0.82,0.001,0.0751972078954325,"Test",51,0.228,0.0299852289512555,0.228
0.81,0.001,0.0815764957220922,"Train",51,0.242,0.0305480682839173,0.242
0.81,0.001,0.109510859862226,"Test",51,0.228,0.0299852289512555,0.228
0.8,0.001,0.0815764957220922,"Train",51,0.242,0.0305480682839173,0.242
0.8,0.001,0.109510859862226,"Test",51,0.228,0.0299852289512555,0.228
0.79,0.001,0.0815764957220922,"Train",51,0.242,0.0305480682839173,0.242
0.79,0.001,0.109510859862226,"Test",51,0.228,0.0299852289512555,0.228
0.78,0.001,0.106896364843432,"Train",51,0.242,0.0305480682839173,0.242
0.78,0.001,0.133384569489381,"Test",51,0.228,0.0299852289512555,0.228
0.77,0.001,0.111257840642577,"Train",51,0.242,0.0305480682839173,0.242
0.77,0.001,0.133384569489381,"Test",51,0.228,0.0299852289512555,0.228
0.76,0.001,0.119914649661995,"Train",51,0.242,0.0305480682839173,0.242
0.76,0.001,0.198603570628399,"Test",51,0.228,0.0299852289512555,0.228
0.75,0.001,0.122599418283279,"Train",51,0.242,0.0305480682839173,0.242
0.75,0.001,0.198603570628399,"Test",51,0.228,0.0299852289512555,0.228
0.74,0.001,0.143524272699682,"Train",51,0.242,0.0305480682839173,0.242
0.74,0.001,0.198603570628399,"Test",51,0.228,0.0299852289512555,0.228
0.73,0.001,0.143524272699682,"Train",51,0.242,0.0305480682839173,0.242
0.73,0.001,0.198603570628399,"Test",51,0.228,0.0299852289512555,0.228
0.72,0.001,0.152286979894085,"Train",51,0.242,0.0305480682839173,0.242
0.72,0.001,0.198603570628399,"Test",51,0.228,0.0299852289512555,0.228
0.71,0.001,0.152286979894085,"Train",51,0.242,0.0305480682839173,0.242
0.71,0.001,0.198603570628399,"Test",51,0.228,0.0299852289512555,0.228
0.7,0.001,0.159786576503886,"Train",51,0.242,0.0305480682839173,0.242
0.7,0.001,0.198603570628399,"Test",51,0.228,0.0299852289512555,0.228
0.69,0.001,0.171262817327734,"Train",51,0.242,0.0305480682839173,0.242
0.69,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.68,0.001,0.171262817327734,"Train",51,0.242,0.0305480682839173,0.242
0.68,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.67,0.001,0.171262817327734,"Train",51,0.242,0.0305480682839173,0.242
0.67,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.66,0.001,0.172092290810733,"Train",51,0.242,0.0305480682839173,0.242
0.66,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.65,0.001,0.167155966382538,"Train",51,0.242,0.0305480682839173,0.242
0.65,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.64,0.001,0.167155966382538,"Train",51,0.242,0.0305480682839173,0.242
0.64,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.63,0.001,0.164709774581418,"Train",51,0.242,0.0305480682839173,0.242
0.63,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.62,0.001,0.159345479448023,"Train",51,0.242,0.0305480682839173,0.242
0.62,0.001,0.259248562687962,"Test",51,0.228,0.0299852289512555,0.228
0.61,0.001,0.155642499468932,"Train",51,0.242,0.0305480682839173,0.242
0.61,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.6,0.001,0.155642499468932,"Train",51,0.242,0.0305480682839173,0.242
0.6,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.59,0.001,0.155642499468932,"Train",51,0.242,0.0305480682839173,0.242
0.59,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.58,0.001,0.155642499468932,"Train",51,0.242,0.0305480682839173,0.242
0.58,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.57,0.001,0.155642499468932,"Train",51,0.242,0.0305480682839173,0.242
0.57,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.56,0.001,0.155642499468932,"Train",51,0.242,0.0305480682839173,0.242
0.56,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.55,0.001,0.155642499468932,"Train",51,0.242,0.0305480682839173,0.242
0.55,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.54,0.001,0.156926739910949,"Train",51,0.242,0.0305480682839173,0.242
0.54,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.53,0.001,0.156926739910949,"Train",51,0.242,0.0305480682839173,0.242
0.53,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.52,0.001,0.156926739910949,"Train",51,0.242,0.0305480682839173,0.242
0.52,0.001,0.25702486780029,"Test",51,0.228,0.0299852289512555,0.228
0.51,0.001,0.156926739910949,"Train",51,0.242,0.0305480682839173,0.242
0.51,0.001,0.253481556609947,"Test",51,0.228,0.0299852289512555,0.228
0.5,0.001,0.156926739910949,"Train",51,0.242,0.0305480682839173,0.242
0.5,0.001,0.253481556609947,"Test",51,0.228,0.0299852289512555,0.228
0.49,0.001,0.157854834960598,"Train",51,0.242,0.0305480682839173,0.242
0.49,0.001,0.253481556609947,"Test",51,0.228,0.0299852289512555,0.228
0.48,0.001,0.157854834960598,"Train",51,0.242,0.0305480682839173,0.242
0.48,0.001,0.256197428376894,"Test",51,0.228,0.0299852289512555,0.228
