"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-03",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-04",,,,,"1.04",,"2.4","1.3",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-05",,,,,"0.14",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-07",,,,,"0.02",,"0.2","0.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-08",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-09",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-10",,,,,"0.06",,"0.6","0.5",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-11",,,,,"0.00",,"0.0","1.0",,,,,,,,,"0.1",,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-12",,,,,"0.02",,"0.2","1.0",,,,,,,,,,"0.0",,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-13",,,,,"0.10",,,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-15",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-19",,,,,"0.93",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-24",,,,,"0.18",,"2.1",,,,,,,,,,,"0.2",,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-25",,,,,"0.51",,"4.2","6.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-27",,,,,"1.04",,"16.0","22.0",,,,,,,,,,"1.0",,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-28",,,,,,,"4.5","26.5",,,,,,,,,"2.1",,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-30",,,,,"0.03",,"0.2","20.5",,,,,,,,,,"0.0",,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-01-31",,,,,"0.04",,"0.7",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-02",,,,,"0.30",,"3.3","19.0",,,,,,,,,,"0.3",,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-03",,,,,"0.60",,"7.9","25.0",,,,,,,,,,"0.8",,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-05",,,,,"0.07",,"0.6","21.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-08",,,,,"0.28",,"3.3","23.5",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-09",,,,,"0.34",,"3.7","26.0",,,,,,,,,"4.7",,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-10",,,,,"0.28",,"2.6","29.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-13",,,,,"0.02",,"0.5",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-15",,,,,"0.51",,"9.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-16",,,,,"0.04",,"1.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-22",,,,,"0.25",,"2.5","27.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-26",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-02-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-02",,,,,"0.16",,"1.9","25.0",,,,,,,,,"5.4",,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-04",,,,,"0.42",,"1.8",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-05",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-09",,,,,"0.00",,"0.0",,,,,,,,,,"5.2",,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-11",,,,,"0.02",,,"17.5",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-12",,,,,"0.00",,,"14.5",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-15",,,,,"0.62",,,"14.0",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-17",,,,,"0.06",,,"11.5",,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-18",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-21",,,,,"0.05",,"0.9",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-22",,,,,"0.01",,"0.2",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-26",,,,,"0.09",,,"8.5",,,,,,,,,"3.9",,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-27",,,,,"0.54",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-28",,,,,"0.04",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-29",,,,,"0.21",,"1.1",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-03-31",,,,,"0.01",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-04",,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-08",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-10",,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-11",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-14",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-15",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-17",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-18",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-21",,,,,"1.42",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-23",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-26",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-28",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-04-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-01",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-06",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-17",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-19",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-20",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-21",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-26",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-29",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-05-31",,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-01",,,,,"0.47",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-02",,,,,"1.48",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-03",,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-04",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-06",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-10",,,,,"0.40",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-15",,,,,"0.36",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-16",,,,,"0.64",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-17",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-21",,,,,"1.24",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-22",,,,,"0.78",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-24",,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-26",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-28",,,,,"1.05",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-29",,,,,"0.37",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-06-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-01",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-02",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-05",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-10",,,,,"1.75",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-14",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-15",,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-16",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-18",,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,,
"US1MAWR0028","BERLIN 1.3 WSW, MA US","2015-07-19",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,
