"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-07","7.61"," 1410"," 1409","0.00","0.0","0.0","59","68","49","  220","  200",,"16.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-08","9.40"," 0452"," 0332","0.00","0.0","0.0","49","58","39","  300","  290",,"17.9","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-09","7.38"," 1227"," 1412","0.00","0.0","0.0","37","42","32","  340","  290",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-10","5.37"," 2252"," 2341","0.00","0.0","0.0","37","44","29","  220","  250",,"14.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-11","6.93"," 0953"," 0952","0.00","0.0","0.0",,"57","42","  240","  230",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-12","8.95"," 1637"," 1707","0.94","0.0","0.0",,"48","36","   50","   60",,"17.0","21.9","    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-13","9.62"," 1344"," 0724","0.14","0.0","0.0","38","43","32","  340","   80",,"17.9","25.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-14","6.49"," 2129"," 1517","0.00","0.0","0.0","39","49","29","  300","  300",,"13.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-15","4.70",,,"0.00","0.0","0.0",,"59","38","  300","  300",,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-16","3.80"," 0040",,"0.00","0.0","0.0","51","58","44","  300","  300",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-17","2.91",,,"0.00","0.0","0.0",,"57","42","  250","  240",,"8.1","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-18","3.80"," 1746"," 2151","0.00","0.0","0.0","56","57","46","  230","  270",,"8.9","12.1",,,,,,,,"    1",,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-19","4.70"," 2342"," 2341","0.00","0.0","0.0","59","63","54","   60","   70",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-20","6.93"," 0412"," 0516","0.36","0.0","0.0","50","54","45","   60","   70",,"14.1","17.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-21","2.24"," 2253"," 2328","0.00","0.0","0.0","51","54","47","  240","  310",,"8.1","10.1","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-22","2.91"," 0946"," 0951","0.01","0.0","0.0","53","55","50","   50","   30",,"10.1","14.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-23","4.92"," 0732"," 1614","0.00","0.0","0.0","51","54","47","   70","  170",,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-24","6.71"," 2321"," 2348","0.40","0.0","0.0","56","60","51","  160","  200",,"15.0","21.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-25","9.62"," 1512"," 2118","0.42","0.0","0.0","50","65","35","  300","  320",,"21.9","32.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-26","7.61"," 1502"," 0318","0.00","0.0","0.0","39","45","32","  280","  310",,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-27","7.61"," 2315"," 2314","0.00","0.0","0.0","47","53","40","  120","  110",,"16.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-28","11.86"," 0859"," 0859","0.92","0.0","0.0","52","59","45","  130","  110",,"23.9","40.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-29","6.04"," 1202"," 1050","0.00","0.0","0.0","45","50","40","  290","  300",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-30","4.25"," 2343"," 2345","0.00","0.0","0.0","44","50","38","  170","  170",,"13.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-01","11.41"," 1440"," 1450","1.17","0.0","0.0","50","57","43","  270","  280",,"29.1","40.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-02","6.71"," 2354"," 2353","0.00","0.0","0.0","43","46","39","  290","  290",,"16.1","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-03","7.38"," 1952"," 1257","0.00","0.0","0.0","41","46","35","  300","  290",,"17.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-04","6.04"," 2209"," 2049","0.00","0.0","0.0","37","43","31","  220","  190",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-05","6.71"," 1247"," 0030","0.00","0.0","0.0","47","54","39","  280","  230",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-06","11.86"," 1915"," 2112","0.28","0.0","0.0","38","41","35","   60","   80",,"23.0","29.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-07","9.62"," 1055"," 1053","0.52","0.0","0.0","42","48","35","   50","   70",,"21.9","30.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-08","7.83"," 1253"," 1253","0.11","0.0","0.0","53","59","46","  280","  290",,"25.1","36.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-09","6.71"," 2324"," 1948","0.32","0.0","0.0","46","49","42","   70","   70",,"13.0","17.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-10","11.86"," 2138"," 1444","0.41","0.0","0.0","46","47","45","   70","   70",,"21.9","31.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-11","5.59"," 1911"," 1959","0.00","0.0","0.0","48","52","44","  250","  280",,"14.1","19.9","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-12","8.50"," 1237",,"0.00","0.0","0.0","44","46","41","  280","  290",,"19.9","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-13","9.84"," 1446",,"0.00","0.0","0.0","43","48","37","  280","  280",,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-14","9.84"," 0720",,"0.00","0.0","0.0","33","38","27","  290","  310",,"19.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-15","7.83"," 1513",,"0.00","0.0","0.0","28","33","22","  300","  340",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-16","7.16"," 2227"," 2227","0.00","0.0","0.0","36","44","28","  240","  240",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-17","8.72"," 1521"," 1405","0.00","0.0","0.0","39","46","32","  300","  280",,"16.1","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-18","5.59"," 0835"," 2027","0.00","0.0","0.0","37","43","30","   70","   70",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-19","4.92"," 2258"," 2034","0.06","0.1","0.0","34","47","21","  290","  290",,"19.9","29.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-20","12.53"," 1101"," 1141","0.07","0.5","0.0","16","21","11","  300","  280",,"23.0","32.0",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-21","4.25"," 1115"," 1115","0.00","0.0","0.0","25","37","12","  220","  220",,"14.1","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-22","4.25"," 2128"," 2127","0.00","0.0","0.0","44","53","35","  200","  240",,"13.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-23","8.95"," 1726"," 1725","0.65","0.0","0.0","50","59","41","  240","  220",,"25.9","46.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-24","8.95"," 0416"," 0055","0.00","0.0","0.0","36","41","31","  290","  290",,"17.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-25","5.37"," 0711"," 0953","0.00","0.0","0.0","29","33","25","  350","   30",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-26","8.28"," 2209"," 1541","0.03","0.3","0.0","29","33","25","  340","  360",,"15.0","21.9",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-27","11.18"," 0906"," 1524","0.08","1.8","2.0","24","29","19","  300","  290",,"23.0","33.1","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-28","8.72"," 2202"," 2037","0.01","0.3","2.0","25","32","18","  230","  210",,"16.1","25.1",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-29","6.93"," 0046"," 0137","0.00","0.0","0.0","39","47","31","  220","  230",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-30","5.14"," 2231"," 1734","0.00","0.0","0.0","44","47","41","  150","  190",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-31","6.71"," 2231"," 2149","0.00","0.0","0.0","49","56","42","  230","  240",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-01","8.50"," 2227"," 2227","0.00","0.0","0.0","50","60","40","   40","   50",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-02","7.83"," 0906"," 2156","0.00","0.0","0.0","44","50","37","   80","  190",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-03","5.59"," 0606"," 0531","0.45","0.0","0.0","54","58","49","  230","  230",,"13.0","17.9","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-04","4.25"," 0547"," 0735","0.06","0.0","0.0","49","51","46","   40","   20",,"14.1","17.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-05","6.49"," 1812"," 1811","0.28","0.0","0.0","41","46","35","   40","   60",,"15.0","21.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-06","8.72"," 0708"," 0734","0.62","0.0","0.0","38","41","34","   60","   50",,"21.9","30.0","    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-07","7.16"," 0323"," 0321","0.00","0.0","0.0","39","42","36","  280","  280",,"21.0","30.0","    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-08","5.37"," 1416"," 1419","0.59","0.0","0.0","38","41","35","   60","   70",,"16.1","19.9","    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-09","5.59"," 0813",,"0.00","0.0","0.0","37","40","33","   50","   30",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-10","8.05"," 1449",,"0.00","0.0","0.0","44","48","39","  310","  300",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-11","6.93"," 2049"," 2048","0.25","0.0","0.0","38","40","35","   70","   60",,"16.1","23.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-12","10.29"," 1012"," 0600","0.12","0.0","0.0","37","39","35","   60","   70",,"17.9","23.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-13","6.04"," 2122"," 1901","0.00","0.0","0.0","49","59","38","  170","  170",,"13.0","21.0","    1","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-14","8.95"," 0822"," 0808","1.03","0.0","0.0","50","66","34","  300","  320",,"21.0","34.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-15","5.59"," 0301",,"0.00","0.0","0.0","30","34","26","  300","  340",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-16","8.95"," 1157",,"0.00","0.0","0.0","29","31","27","   60","   70",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-17","8.50"," 1534"," 1604","0.03","0.5","0.0","23","28","18","  300","  300",,"19.9","30.0",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-18","10.96"," 1252"," 1251","0.00","0.0","0.0","14","18","9","  290","  290",,"23.9","31.1",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-19","5.82"," 1914"," 2202","0.03","0.8","0.0","18","26","9","  220","  240",,"15.0","23.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-20","7.61"," 1029"," 0924","0.00","0.0","0.0","25","30","20","  300","  300",,"17.0","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-21","7.16"," 2239"," 0818","0.00","0.0","0.0","15","20","9","  340","  340",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-22","10.51"," 1858"," 1844","0.93","8.5","0.0","16","25","6","   60","   60",,"23.0","31.1","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-23","11.86"," 1254"," 0850","0.25","5.3","13.0","18","26","9","  340","  330",,"21.9","34.9","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-24","9.40"," 2352"," 0004","0.00","0.0","14.0","16","24","8","  300","  300",,"17.9","25.9",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-25","5.82"," 1050"," 1050","0.00","0.0","13.0","27","33","20","  270","  280",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-26","6.49"," 2347"," 2247","0.01","0.0","13.0","27","37","17","  350","   40",,"17.9","28.0",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-27","10.07"," 0121",,"0.00","0.0","13.0","14","18","9","  330","  340",,"23.0","33.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-28","4.92"," 1135",,"0.00","0.0","11.0","14","22","5","   30","   30",,"14.1","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-29","4.70"," 2046",,"0.00","0.0","11.0","25","34","15","  240","  230",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-30","6.71"," 1943"," 1943","0.02","0.2","11.0","31","38","24","   40","   50",,"16.1","25.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-31","6.26"," 0302"," 0301","0.00","0.0","11.0","30","35","24","   20","   30",,"13.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-01","2.68"," 1529"," 1528","0.00","0.0","9.0","33","40","25","  350","  350",,"6.9","10.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-02","5.14"," 1224"," 1159","0.00","0.0","8.0","34","40","28","   60","   40",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-03","7.61"," 1311"," 0945","0.02","0.0","7.0","35","41","29","   70","   40",,"17.0","21.0",,,,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-04","6.71"," 1159"," 1114","0.27","0.0","7.0","40","46","34","   40","   50",,"15.0","23.9","    1",,,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-05","6.26"," 1131"," 0054","0.00","0.0","6.0","46","53","38","   20","   40",,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-06","4.70"," 0558"," 0558","0.00","0.0","5.0","46","52","40","   60","   70",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-07","3.80"," 0550"," 0534","0.00","0.0","4.0","45","52","37","   60","   60",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-08","4.25"," 1934"," 1418","0.00","0.0","4.0","47","53","40","  230","  240",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-09","5.14"," 2334"," 2331","0.03","0.0","2.0","50","54","46","  150","  160",,"13.0","17.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-10","9.62"," 1656"," 2125","0.10","0.0","0.0","38","46","30","  300","  280",,"23.0","34.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-11","13.20"," 0407"," 0407","0.00","0.0","0.0","35","40","29","  310","  290",,"23.0","32.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-12","9.17"," 0053"," 0052","0.00","0.0","0.0","36","42","30","  270","  260",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-13","7.16"," 0755"," 0455","0.00","0.0","0.0","37","41","32","  300","  360",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-14","8.95"," 2102"," 1914","0.95","0.0","0.0","40","48","31","  360","  360",,"16.1","30.0","    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-15","8.50"," 1052"," 0943","0.13","0.0","0.0","51","56","46","  320","  310",,"14.1","23.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-16","4.92"," 1650"," 1649","0.22","0.0","0.0","45","54","35","  300","  280",,"21.0","33.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-17","8.50"," 1531"," 1531","0.00","0.0","0.0","35","38","31","  350","  350",,"17.0","25.1",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-18","11.63"," 2155"," 1355","0.00","0.0","0.0","25","31","18","  300","  280",,"23.0","33.1",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-19","8.72"," 0322"," 0357","0.00","0.0","0.0","24","32","16","  360","  350",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-20","6.04"," 2338"," 2337","0.13","1.5","0.0","32","37","27","  120","  130",,"14.1","17.9","    1",,,,,,,,,,,,,,,,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-21","8.72"," 1553"," 1615","0.41","3.5","5.0","32","35","28","   60","   60",,"17.0","23.9","    1","    1",,,,,,"    1",,,,"    1",,,,,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-22","4.70"," 2242"," 2242","0.00","0.0","0.0","38","43","32","  270","  270",,"14.1","21.0","    1",,,,,,,,,,,"    1",,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-23","7.83"," 1134"," 1120","0.01","0.0","0.0","35","40","29","  350","  320",,"17.0","23.9","    1",,,,,,,,,,,"    1",,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-24","8.95"," 0942"," 2320","0.24","4.0","0.0","27","30","23","   80","  360",,"17.0","21.9","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-25","6.26"," 0205"," 0205","0.13","2.0","6.0","29","36","22","   30","   30",,"14.1","21.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-26","6.04"," 2059"," 2343","0.00","0.0","4.0","33","40","25","  290","  340",,"14.1","21.9",,,,,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-27","6.71"," 0056"," 0055","0.00","0.0","2.0","30","37","23","  300","  300",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-02-28","11.41"," 1658"," 1505","0.40","4.8","1.0","33","35","30","   60","   70",,"29.1","38.9","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-01","6.04"," 2157"," 1723","0.29","2.9","9.0","36","42","30","  250","  220",,"15.0","30.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-02","11.41"," 2246"," 1938","0.00","0.0","6.0","34","39","28","  290","  280",,"21.9","31.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-03","11.41"," 1509"," 1508","0.00","0.0","5.0","28","33","23","  300","  310",,"21.9","34.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-04","7.61"," 1516"," 1817","0.00","0.0","4.0","30","36","23","  280","  260",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-05","5.59"," 1606"," 1605","0.00","0.0","4.0","35","42","27","  350","  350",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-06","2.68"," 1100"," 1059","0.00","0.0","3.0","40","48","31","  350","  350",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-07",,,,"0.00","0.0","2.0","48","63","43",,,,,"0.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-08","8.50"," 1806"," 1931","0.32","1.5","0.0","38","57","18","  290","  310",,"28.0","45.0","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-09","12.30"," 0118"," 0053","0.00","0.0","1.0","24","31","16","  350","  360",,"25.9","40.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-10","6.04"," 1717"," 1025","0.00","0.0","0.0","28","34","21","  330","  280",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-11","8.50"," 1128"," 1128","0.03","0.5","0.0","34","38","29","   80","   70",,"17.0","21.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-12","5.59"," 1304"," 1258","0.24","1.0","0.0","38","45","30","  270","  270",,"16.1","23.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-13","5.14"," 1407"," 1511","0.00","0.0","0.0","40","45","34","  290","  310",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-14","8.50"," 1423"," 1538","0.00","0.0","0.0","34","40","28","  290","  330",,"17.9","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-15","10.07"," 1409"," 1526","0.00","0.0","0.0","37","46","28","  270","  290",,"17.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-16","9.40"," 1406"," 1421","0.00","0.0","0.0","39","45","32","  300","  300",,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-03-17","4.47"," 2341"," 2301","0.00","0.0","0.0","41","48","33","  230","  200",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,
