"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-10","8.50"," 1101"," 1101","0.00","0.0","0.0","61","63","58","   50","   40",,"17.0","23.0","    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-11","10.29"," 1403",,"0.00","0.0","0.0","63","70","56","   70","   80",,"19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-12","6.26"," 0323"," 0402","0.02","0.0","0.0","64","68","60","   50","   70",,"17.9","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-13","5.37"," 1130"," 0144","0.00","0.0","0.0","64","71","56","  290","  270",,"12.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-14","7.38"," 2340"," 2319","0.62","0.0","0.0","61","67","54","  120","  160",,"17.9","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-15","12.75"," 0204"," 1316","0.25","0.0","0.0","57","64","50","  270","  270",,"28.0","44.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-16","7.83"," 1309"," 1308","0.00","0.0","0.0","57","64","49","  270","  270",,"19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-17","2.91"," 1903"," 1855","0.28","0.0","0.0","52","57","46","  310","  310",,"8.9","14.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-18","2.91"," 1456"," 1456","0.00","0.0","0.0","50","56","43","  310","  300",,"13.0","17.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-19","5.59"," 1357"," 1453","0.03","0.0","0.0","50","55","44","  340","  340",,"17.0","23.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-20","5.14"," 2008",,"0.00","0.0","0.0","49","58","40","  230","  220",,"14.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-21","7.61"," 1142",,"0.00","0.0","0.0","63","71","55","  220","  240",,"16.1","25.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-22","6.71"," 0708"," 0041","0.01","0.0","0.0","48","56","39","   50","  280",,"14.1","21.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-23","8.05"," 1058"," 1510","0.00","0.0","0.0","42","46","37","  300","  290",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-24","5.59"," 1230"," 1230","0.00","0.0","0.0","44","51","36","  290","  310",,"15.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-25","5.59"," 1521"," 1548","0.00","0.0","0.0","51","60","41","  160","  160",,"14.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-26","6.71"," 2332"," 0625","0.05","0.0","0.0","64","68","59","  220","  180",,"12.1","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-27","6.71"," 1635"," 1634","1.88","0.0","0.0","58","63","52","  280","  280",,"21.0","32.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-28","4.03"," 0038"," 0038","0.11","0.0","0.0","53","59","46","  300","  300",,"13.0","17.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-29","7.61"," 0759"," 0759","1.63","0.0","0.0","54","58","49","  300","  280",,"16.1","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-30","5.37"," 0014",,"0.00","0.0","0.0","52","60","44","  280","  270",,"14.1","17.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-10-31","4.25"," 2248",,"0.00","0.0","0.0","59","67","50","  220","  220",,"13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-01","4.25"," 1842",,"0.00","0.0","0.0","67","77","56","  230","  210",,"8.9","17.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-02","2.68"," 1704"," 1609","0.00","0.0","0.0","63","68","57","  160","  150",,"6.9","10.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-03","5.59"," 0830"," 2320","0.00","0.0","0.0","70","79","60","  240","  230",,"13.0","17.0","    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-04","8.50"," 1025"," 1743","0.00","0.0","0.0",,"68","52","   70","   80",,"17.9","23.9","    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-05","4.47"," 0724"," 0713","0.26","0.0","0.0","55","59","51","   50","   50",,"14.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-06","4.25"," 1941"," 1940","0.25","0.0","0.0","55","60","50","  350","  330",,"12.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-07","6.04"," 0847"," 1835","0.02","0.0","0.0","52","56","48","  290","  290",,"13.0","19.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-08","7.61",,,"0.00","0.0","0.0","42","51","33","  300","  290",,"17.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-09","4.70"," 1254",,"0.00","0.0","0.0","36","42","29","  300","  300",,"12.1","12.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-10","3.13"," 1407",,"0.00","0.0","0.0","40","47","33","  230","  230",,"12.1","12.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-11","4.70"," 1722",,"0.00","0.0","0.0","47","54","39","  220","  140",,"12.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-12","3.80"," 2353"," 2329","0.28","0.0","0.0","54","57","50","  170","  150",,"12.1","17.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-13","14.76"," 2108"," 2107","0.08","0.0","0.0","49","59","39","  280","  280",,"32.0","47.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-14","13.87"," 1703",,"0.00","0.0","0.0","40","44","35","  280","  280",,"29.1","42.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-15","9.17"," 1211",,"0.00","0.0","0.0","43","48","37","  300","  300",,"21.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-16","2.46"," 2341",,"0.00","0.0","0.0","45","51","39","   60","   60",,"8.1","8.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-17","6.26"," 2152"," 2059","0.01","0.0","0.0","48","50","46","   50","   50",,"10.1","14.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-18","6.26"," 1924"," 2323","0.00","0.0","0.0","50","55","45","  130","  120",,"15.0","17.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-19","8.50"," 1706"," 1529","1.80","0.0","0.0","59","62","55","  170","  170",,"19.9","34.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-20","11.18"," 1230"," 1341","0.58","0.0","0.0","50","57","43","  300","  300",,"21.9","36.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-21","5.14"," 1218",,"0.00","0.0","0.0","54","64","43","  300","  300",,"14.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-22","3.36"," 0911",,"0.00","0.0","0.0","54","60","47","   50","   60",,"13.0","15.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-23","5.14"," 0815",,"0.00","0.0","0.0","49","55","43","  120","   80",,"12.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-24","7.16"," 2318"," 2301","0.16","0.0","0.0","51","57","44","  280","  320",,"21.0","31.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-25","7.61"," 0023",,"0.03","0.0","0.0","40","44","36","  300","  310",,"17.9","25.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-26","3.80"," 1008",,"0.00","0.0","0.0","42","47","36","  240","  230",,"12.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-27","4.25"," 2153",,"0.00","0.0","0.0","48","54","42","  170","  170",,"12.1","16.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-28","7.83"," 2028"," 1952","0.71","0.0","0.0","56","61","51","  170","  180",,"21.0","31.1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-29","11.86"," 0854",,"0.00","0.0","0.0","45","51","39","  260","  280",,"23.0","36.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-11-30","8.95"," 1914",,"0.00","0.0","0.0","43","49","37","  240","  230",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-01","10.29"," 1408",,"0.00","0.0","0.0","43","51","35","  290","  280",,"23.0","38.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-02","11.41"," 1450",,"0.00","0.0","0.0","30","36","23","  300","  320",,"25.1","40.0",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-03","8.28"," 1132",,"0.00","0.0","0.0","26","31","21","  300","  290",,"17.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-04","4.70"," 1642",,"0.00","0.0","0.0","34","41","26","  260","  260",,"12.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-05","12.75"," 1817"," 2255","0.53","8.0","0.0","31","37","25","   50","   40",,"23.9","33.1","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-06","13.87"," 0210"," 1345","0.40","6.0","7.0","26","28","23","   50","  340",,"23.0","34.9","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-07","12.08"," 1447"," 1934","0.00","0.0","11.0","26","29","22","  300","  300",,"21.0","29.1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-08","7.38"," 0125",,"0.00","0.0","8.0","30","37","23","  300","  310",,"17.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-09","3.80"," 1932",,"0.00","0.0","6.0","34","38","30","   90","   90",,"8.1","10.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-10","1.79"," 2359",,"0.00","0.0","4.0","44","52","36","  100","  140",,"13.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-11","12.97"," 1752"," 1751","0.95","0.0","0.0","49","58","40","  280","  270",,"28.0","42.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-12","10.07"," 0114",,"0.00","0.0","0.0","38","41","34","  280","  290",,"23.0","36.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-13","7.38"," 1207",,"0.00","0.0","0.0","32","34","29","  300","  300",,"14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-14","12.53"," 2210"," 2218","1.59","5.8","6.0","34","41","27","   60","   80",,"23.9","29.1","    1","    1",,,,,,,,,"    1",,,"    1",,"    1","    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-15","8.72"," 1312"," 1324","0.01","0.0","0.0","35","39","30","  280","  280",,"25.1","38.9","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-16","4.47"," 0017"," 2130","0.00","0.0","0.0","40","48","32","  260","  180",,"14.1","17.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-17","8.28"," 2354"," 1949","0.52","0.0","0.0","45","54","35","  280","  280",,"23.0","33.1","    1",,,,,,,,,,"    1",,,"    1",,"    1","    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-18","10.96"," 0026"," 0026","0.00","0.0","0.0","34","36","32","  280","  280",,"23.0","34.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-19","6.71"," 1023"," 1104","0.00","0.0","0.0","33","35","30","  310","  310",,"13.0","16.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-20","7.61"," 2000"," 2308","0.00","0.0","0.0","33","38","27","  310","  300",,"17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-21","7.16"," 1656"," 1530","0.00","0.0","0.0","32","39","25","  220","  220",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-22","8.05"," 1916"," 2003","0.00","0.0","0.0","44","52","36","  220","  240",,"16.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-23","4.92"," 2034"," 2034","0.00","0.0","0.0","50","54","46","  150","  150",,"12.1","16.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-24","6.71"," 1300"," 1259","1.42","0.0","0.0","51","56","46","  180","  160",,"21.0","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-25","7.61"," 1530"," 1530","0.00","0.0","0.0","40","46","33","  280","  280",,"17.0","25.1",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-26","9.84"," 1713"," 1137","0.00","0.0","0.0","37","42","31","  280","  260",,"17.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-27","7.83"," 0403"," 0402","0.00","0.0","0.0","45","52","38","  300","  280",,"15.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-28","4.03"," 2357"," 2356","0.00","0.0","0.0","42","51","33","  230","  230",,"12.1","16.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-29","7.38"," 2350"," 2343","0.00","0.0","0.0","46","54","38","  220","  230",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-30","9.40"," 1408"," 1406","0.00","0.0","0.0","46","52","40","  270","  290",,"25.1","34.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2003-12-31","7.83"," 1855"," 0021","0.00","0.0","0.0","42","46","37","  230","  280",,"19.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-01","6.26"," 0514",,"0.00","0.0","0.0","42","45","38","  310","  310",,"15.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-02","4.03"," 1128",,"0.00","0.0","0.0","43","48","38","  230","  180",,"15.0","23.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-03","4.70"," 1205"," 1050","0.01","0.0","0.0","51","58","44","  250","  230",,"12.1","15.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-04","5.82"," 2025"," 2037","0.40","0.0","0.0","48","58","37","   40","   40",,"16.1","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-05","8.05"," 0605"," 0559","0.35","0.0","0.0","38","39","37","   50","   70",,"17.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-06","10.74"," 1741",,"0.00","0.0","0.0","31","39","23","  280","  270",,"23.9","33.1",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-07","12.30"," 1419",,"0.00","0.0","0.0","22","25","18","  280","  270",,"21.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-08","6.71"," 0006",,"0.00","0.0","0.0","26","30","22","  270","  270",,"17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-09","8.28"," 1935"," 1113","0.00","0.0","0.0","18","29","6","  330","  350",,"16.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-10","8.05"," 0026"," 1953","0.00","0.0","0.0","8","15","1","  320","  300",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-11","7.16"," 2116"," 2115","0.00","0.0","0.0","17","27","7","  230","  230",,"21.0","29.1","    1",,,,,,,,,,"    1",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-12","6.71"," 0227"," 0226","0.00","0.5","0.0","31","38","24","  240","  220",,"15.0","23.9",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-13","10.96"," 2023"," 2152","0.01","0.0","0.0","31","44","17","  300","  290",,"25.1","38.9",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-14","8.50"," 0058"," 0057","0.06","2.5","0.0","13","17","9","  300","  300",,"23.9","34.9","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-15","11.41"," 1925"," 1919","0.09","3.2","5.0","10","18","2","  300","  310",,"23.9","38.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-16","13.87"," 0154"," 0049","0.00","0.0","5.0","13","24","1","  280","  290",,"25.9","40.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-17","8.05"," 0730"," 1036","0.00","0.0","4.0","27","34","19","  290","  320",,"17.0","23.0",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-18","5.14"," 0624"," 2303","0.56","0.8","2.0","30","34","26","  220","  330",,"16.1","23.0","    1",,,,,"    1",,,,,"    1",,,"    1","    1","    1","    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-19","10.96"," 0650"," 1607","0.00","0.0","2.0","24","27","20","  270","  270",,"21.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-20","11.63"," 1640",,"0.00","0.0","2.0","23","27","18","  300","  300",,"21.9","34.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-21","8.72"," 0024",,"0.00","0.0","2.0","22","28","16","  280","  320",,"17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-22","9.40"," 2331"," 2209","0.00","0.0","2.0","30","39","20","  310","  300",,"19.9","30.0",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-23","11.41"," 1302",,"0.00","0.0","2.0","17","20","13","  270","  300",,"19.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-24","9.40"," 1631",,"0.00","0.0","2.0","16","23","9","  300","  310",,"23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-25","8.28"," 0443",,"0.00","0.0","2.0","13","19","7","  290","  290",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-26","9.17"," 2344"," 2229","0.00","0.0","2.0","19","22","16","   70","   80",,"17.9","25.1",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-27","11.86"," 1728"," 1727","0.47","6.0","2.0","21","24","18","   60","   50",,"21.0","30.0","    1","    1",,,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-28","9.84"," 1340"," 1528","0.18","4.3","12.0","25","30","19","  280","  270",,"15.0","31.1","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-29","10.96"," 1413",,"0.00","0.0","9.0","23","27","18","  280","  270",,"21.9","33.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-30","9.62"," 1654",,"0.00","0.0","7.0","20","25","14","  300","  270",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-01-31","11.18"," 2323",,"0.00","0.0","7.0","22","28","15","  290","  290",,"17.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-01","7.83"," 1358",,"0.00","0.0","7.0","28","35","21","  290","  270",,"14.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-02","4.92"," 1020",,"0.00","0.0","7.0","31","38","23","   50","   50",,"10.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-03","8.28"," 1649"," 1649","0.96","0.0","6.0","34","38","30","   60","   70",,"17.0","25.1","    1",,,,,,,,,,"    1",,,"    1",,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-04","8.50"," 1015",,"0.00","0.0","5.0","38","43","33","  300","  290",,"17.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-05","5.59"," 0346",,"0.00","0.0","2.0","30","35","24","  300","  290",,"17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-06","5.82"," 0342"," 0341","1.59","0.7","2.0","33","37","28","   90","   90",,"16.1","21.0","    1",,,,,"    1",,,,,"    1",,,"    1","    1","    1","    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-07","7.61"," 2159"," 2031","0.04","0.0","1.0","35","43","27","  300","  290",,"21.0","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-08","10.74"," 0724",,"0.00","0.0","1.0","25","31","19","  300","  300",,"23.0","36.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-09","8.95"," 1241"," 1109","0.00","0.0","0.0","35","43","27","  250","  250",,"19.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-10","7.16"," 0153",,"0.00","0.0","0.0","43","48","38","  240","  240",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-11","10.07"," 1015",,"0.00","0.0","0.0","36","41","30","  310","  320",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-12","5.59"," 2205",,"0.00","0.0","0.0","33","39","27","  240","  240",,"14.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-13","8.72"," 1554",,"0.00","0.0","0.0","38","42","34","  250","  260",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-14","8.72"," 1856",,"0.00","0.0","0.0","37","41","33","  280","  280",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-15","10.07"," 2118",,"0.00","0.0","0.0","26","34","18","   40","   70",,"17.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-16","7.83"," 0737"," 0737","0.00","0.0","0.0","24","32","15","  360","  350",,"15.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-17","8.05"," 0723"," 0836","0.00","0.0","0.0","28","33","22","   60","  100",,"16.1","19.9",,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-18","8.05"," 1322"," 1354","0.00","0.0","0.0","36","42","29","  330","   30",,"17.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-19","8.05"," 1302",,"0.00","0.0","0.0","38","45","30","  300","  310",,"19.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-20","6.04"," 2326",,"0.00","0.0","0.0","38","42","34","   60","   90",,"16.1","21.9",,,,,,,,,,,,,,,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-02-21","10.07"," 1423"," 1512","0.01","0.0","0.0","44","52","35","  280","  280",,"21.0","30.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
