"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014739","BOSTON, MA US","2002-03-20","13.20"," 1808"," 1948","0.53","0.4","0.0","37","40","33","  120","   90","0.0","23.9","30.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2002-03-21","14.99"," 2352"," 2357","0.00","0.0","0.0","41","48","34","  290","  300","0.0","29.1","33.1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-03-22","21.47"," 1317"," 1345","0.00","0.0","0.0","28","37","19","  290","  290","0.0","33.1","40.9",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2002-03-23","17.90"," 1212"," 1405","0.00","0.0","0.0","33","42","24","  240","  240","0.0","30.0","33.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-03-24","13.42"," 1004"," 1216","0.00","0.0","0.0","43","49","36","  280","  240","0.0","28.0","32.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-03-25","10.07"," 0141"," 0835","0.00","0.3","0.0","37","42","31","   30","   10","0.0","17.9","21.9","    1",,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2002-03-26","14.32"," 1520"," 1627","0.50","0.0","0.0","40","43","37","  100","  100","0.0","25.9","29.1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2002-03-27","8.05"," 2359"," 2358","0.38","0.0","0.0","44","49","39","  310","  310","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-03-28","12.08"," 2359"," 2358","0.00","0.0","0.0","45","54","36","  310","  310","0.0","21.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-03-29","9.40"," 1643"," 1625","0.00","0.0","0.0","47","58","36","  190","  190","0.0","21.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-03-30","8.72"," 0745"," 0753","0.15","0.0","0.0","53","63","43","  200","  200","0.0","28.0","32.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-03-31","5.14"," 1440"," 1437","0.16","0.0","0.0","51","57","44","  110","  120","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-01","16.33"," 1752"," 1752","0.93","0.0","0.0","50","57","43","  260","  250","0.0","34.9","44.1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-02","13.20"," 0158"," 0139","0.00","0.0","0.0","49","59","39","  270","  250","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-03","16.33"," 1721"," 0453","0.16","0.0","0.0","54","68","40","  290","  200","0.0","25.9","33.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-04","12.53"," 1634"," 1628","0.00","0.0","0.0","43","48","37","  290","  320","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-05","8.72"," 1343"," 1518","0.03","0.3","0.0","38","43","32","   90","   80","0.0","17.9","21.0","    1",,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2002-04-06","12.53"," 1703"," 1324","0.00","0.0","0.0","39","46","31","  360","  310","0.0","21.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-07","10.51"," 1857"," 0004","0.00","0.0","0.0","37","46","28","  220","  320","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-08","13.87"," 1149"," 1148","0.00","0.0","0.0","48","56","39","  220","  220","0.0","23.0","25.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-09","17.90"," 1501"," 1500","0.00","0.0","0.0","60","72","48","  210","  210","0.0","31.1","36.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-10","10.96"," 0719"," 0711","0.10","0.0","0.0","57","65","48","  290","  320","0.0","23.0","29.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-11","11.18"," 1006"," 0959","0.00","0.0","0.0","46","50","41","   70","   70","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-12","9.84"," 1710"," 1707","0.00","0.0","0.0","52","65","39","  210","  220","0.0","25.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-13","16.33"," 1120"," 1114","0.00","0.0","0.0","65","75","55","  220","  230","0.0","25.1","30.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-14","13.65"," 0737"," 0639","0.01","0.0","0.0","62","74","50","  270","  260","0.0","25.1","32.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-15","8.05"," 0207"," 0206","0.09","0.0","0.0","52","58","45","  110","  110","0.0","17.0","17.9","    1","    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-16","5.82"," 2311"," 2121","0.00","0.0","0.0","59","73","45","  230","  230","0.0","14.1","16.1","    1","    1",,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-17","10.96"," 1728"," 1754","0.00","0.0","0.0","73","93","52","   20","   40","0.0","31.1","34.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-18","9.17"," 1407"," 1457","0.00","0.0","0.0","51","56","45","  100","   90","0.0","16.1","17.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-19","8.72"," 1559"," 1548","0.01","0.0","0.0","61","77","45","  210","  240","0.0","29.1","34.9","    1","    1","    1",,,,,,,"    1","    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-20","9.17"," 1526"," 1526","0.01","0.0","0.0","60","69","50","  320","  320","0.0","17.0","19.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-21","11.86"," 1420"," 1341","0.00","0.0","0.0","50","56","43","  320","  310","0.0","21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-22","15.43"," 1823"," 1749","0.09","0.0","0.0","41","44","38","   90","   80","0.0","21.9","25.1","    1",,,"    1",,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2002-04-23","10.29"," 1656"," 1655","0.00","0.0","0.0","41","47","34","  320","  310","0.0","16.1","19.9","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2002-04-24","11.41"," 1525"," 1557","0.00","0.0","0.0","44","51","36","  110","  130","0.0","17.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-25","13.20"," 1532"," 2133","0.74","0.0","0.0","47","59","35","  220","  330","0.0","25.1","29.1","    1",,"    1",,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2002-04-26","14.32"," 1810"," 1809","0.00","0.0","0.0","43","50","35","  280","  280","0.0","25.1","32.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-27","8.28"," 1440"," 1434","0.00","0.0","0.0","49","60","37","  250","  250","0.0","19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-04-28","15.88"," 1358"," 1357","0.36","0.0","0.0","44","48","40","  110","  110","0.0","31.1","36.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-04-29","8.72"," 2356"," 2355","0.08","0.0","0.0","39","42","36","   40","   40","0.0","25.1","30.0","    1",,,,,,,,,,"    1",,,"    1",,,"    1",,
"USW00014739","BOSTON, MA US","2002-04-30","9.17"," 1602"," 1607","0.00","0.0","0.0","45","52","37","  240","  230","0.0","23.0","25.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-01","11.18"," 0824"," 0812","0.00","0.0","0.0","52","60","43","  270","  270","0.0","25.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-02","6.49"," 1516"," 1020","0.52","0.0","0.0","50","50","44","   80","  130","0.0","17.0","23.0","    1",,"    1",,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-03","19.91"," 1052"," 1232","0.07","0.0","0.0","51","56","45","  280","  270","0.0","40.9","53.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-04","13.42"," 0851"," 0850","0.00","0.0","0.0","57","68","46","  320","  320","0.0","23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-05","9.40"," 1359"," 1750","0.00","0.0","0.0","58","68","47","  110","  200","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-06","14.54"," 1624"," 1623","0.00","0.0","0.0","64","77","50","  190","  190","0.0","29.1","34.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-07","12.75"," 1215"," 1214","0.00","0.0","0.0","65","76","54","  210","  210","0.0","25.1","30.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-08","11.41"," 0556"," 0559","0.00","0.0","0.0","59","67","51","  360","  350","0.0","23.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-09","10.07"," 1703"," 1259","0.05","0.0","0.0","53","56","49","  100","   90","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-10","14.32"," 1238"," 1238","0.29","0.0","0.0","66","76","55","  260","  260","0.0","25.9","31.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-11","12.08"," 1418"," 1501","0.00","0.0","0.0","58","67","48","  300","  270","0.0","23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-12","9.17"," 1749"," 1748","0.37","0.0","0.0","52","57","47","  140","  140","0.0","17.9","21.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-13","19.24"," 1544"," 1544","1.56","0.0","0.0","51","49","44","   80","   80","0.0","33.1","38.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-14","15.88"," 1825"," 1829","0.30","0.0","0.0","53","62","44","  260","  250","0.0","38.9","47.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-15","18.34"," 1030"," 1030","0.00","0.0","0.0","52","60","43","  300","  310","0.0","34.9","44.1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-16","15.43"," 1501"," 1647","0.00","0.0","0.0","64","78","49","  230","  220","0.0","29.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-17","11.86"," 1107"," 1106","0.00","0.0","0.0","62","72","52","  270","  260","0.0","23.9","31.1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-18","14.54"," 0928"," 0843","1.09","0.0","0.0","45","52","37","   30","   50","0.0","25.9","32.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-19","10.51"," 1027"," 1138","0.00","0.0","0.0","50","59","40","  270","  280","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-20","8.28"," 1328"," 1328","0.00","0.0","0.0","50","57","42","  100","  100","0.0","19.9","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-21","10.74"," 1521"," 1520","0.00","0.0","0.0","53","62","43","  290","  290","0.0","23.0","31.1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-22","10.74"," 1724"," 1723","0.00","0.0","0.0","58","68","47","  190","  180","0.0","21.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-23","11.41"," 1803"," 1801","0.00","0.0","0.0","63","77","49","  200","  200","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-24","12.08"," 2356"," 2355","0.00","0.0","0.0","68","84","51","  350","  350","0.0","21.9","28.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-25","13.20"," 0004"," 2355","0.00","0.0","0.0","58","66","50","  350","  350","0.0","23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-26","11.86"," 1303"," 1301","0.00","0.0","0.0","60","70","49","  210","  210","0.0","21.0","25.1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-27","6.04"," 1357"," 1356","0.00","0.0","0.0","64","70","58","  120","  110","0.0","15.0","16.1","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-28","6.26"," 1255"," 1259","0.00","0.0","0.0","64","72","55","   60","   60","0.0","13.0","14.1","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-29","6.71"," 2024"," 2015","0.00","0.0","0.0","61","68","54","  200","  200","0.0","15.0","17.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-05-30","11.63"," 1612"," 1455","0.00","0.0","0.0","71","82","59","  200","  200","0.0","21.0","23.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2002-05-31","15.66"," 1804"," 1803","0.23","0.0","0.0","73","82","64","  190","  190","0.0","30.0","36.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-01","17.90"," 1722"," 1700","0.00","0.0","0.0","76","86","65","  270","  270","0.0","30.0","38.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-02","15.21"," 1208"," 1159","0.05","0.0","0.0","67","76","58","  320","  300","0.0","31.1","40.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-03","11.86"," 1353"," 1620","0.00","0.0","0.0","63","72","53","  290","  340","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-04","11.41"," 1518"," 1400","0.00","0.0","0.0","60","68","51","  110","  100","0.0","21.9","23.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-05","14.99"," 1047"," 1033","0.23","0.0","0.0","67","74","59","  210","  220","0.0","23.0","29.1","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-06","10.29"," 1058"," 1055","0.79","0.0","0.0","63","71","54","   40","   40","0.0","23.0","28.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-07","11.41"," 1131"," 1127","0.63","0.0","0.0","53","58","48","   20","   30","0.0","23.0","28.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-08","10.29"," 1631"," 1934","0.00","0.0","0.0","55","63","47","  110","  220","0.0","19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-09","12.08"," 1719"," 1545","0.00","0.0","0.0","67","81","53","  270","  270","0.0","21.0","25.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-10","9.84"," 0308"," 0259","0.00","0.0","0.0","68","75","61","  320","  320","0.0","17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-11","14.76"," 1725"," 1729","0.24","0.0","0.0","72","89","55","   40","   10","0.0","28.0","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-12","10.74"," 1755"," 1755","0.16","0.0","0.0","54","56","51","   10","  360","0.0","21.0","23.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-13","8.28"," 1638"," 1629","0.00","0.0","0.0","57","62","51","  120","  120","0.0","15.0","17.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-14","9.17"," 1255"," 1953","0.04","0.0","0.0","58","61","54","   90","  100","0.0","16.1","17.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-15","17.00"," 1511"," 1426","0.74","0.0","0.0","53","56","50","   40","   40","0.0","25.1","31.1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-16","7.38"," 1720"," 1738","0.22","0.0","0.0","54","58","50","   10","  360","0.0","17.9","21.9","    1",,"    1",,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-17","8.50"," 2025"," 1241","0.20","0.0","0.0","66","77","54","  220","  250","0.0","21.9","28.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-18","7.83"," 1449"," 1448","0.00","0.0","0.0","68","77","59","  260","  270","0.0","15.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-19","5.82"," 1550"," 1548","0.02","0.0","0.0","64","69","59","   80","   80","0.0","14.1","16.1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-20","7.83"," 1616"," 1954","0.00","0.0","0.0","65","73","57","  110","  210","0.0","16.1","17.9","    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-21","11.86"," 1337"," 1453","0.00","0.0","0.0","73","85","60","  230","  190","0.0","19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-22","9.40"," 1300"," 1305","0.05","0.0","0.0","73","83","63","   10","   20","0.0","19.9","21.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-23","8.50"," 2314"," 2305","0.07","0.0","0.0","71","82","60","  240","  240","0.0","21.9","28.0","    1","    1",,,,,,"    1",,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-24","13.20"," 0823"," 0932","0.00","0.0","0.0","78","86","69","  320","  290","0.0","23.9","29.1",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-25","9.62"," 1756"," 1719","0.00","0.0","0.0","74","84","63","  190","  190","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-26","12.53"," 1758"," 1758","0.00","0.0","0.0","81","93","68","  230","  220","0.0","23.9","29.1",,,,,,,,"    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-27","13.87"," 1747"," 1746","1.32","0.0","0.0","81","91","70","  310","  300","0.0","28.0","46.1","    1",,"    1",,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-28","9.40"," 1435"," 1434","0.01","0.0","0.0","77","84","70","  320","  330","0.0","25.1","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-06-29","9.17"," 1229"," 0708","0.00","0.0","0.0","70","76","63","   90","   10","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2002-06-30","10.74"," 1636"," 1647","0.00","0.0","0.0","74","84","64","  210","  220","0.0","21.0","23.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-01","11.63"," 1401"," 1400","0.00","0.0","0.0","79","91","67","  260","  250","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-02","9.84"," 1832"," 1653","0.00","0.0","0.0","85","94","76","  270","  260","0.0","16.1","21.9",,,,,,,,"    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-03","8.28"," 1501"," 1500","0.00","0.0","0.0","87","93","80","  110","  110","0.0","14.1","16.1",,,,,,,,"    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-04","8.50"," 1820"," 1820","0.00","0.0","0.0","87","97","77","  250","  250","0.0","17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-05","15.66"," 1523"," 1851","0.00","0.0","0.0","77","84","69","  310","  290","0.0","23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-06","12.30"," 1726"," 1726","0.00","0.0","0.0","74","83","65","  360","  360","0.0","23.9","30.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-07","8.95"," 0029"," 0028","0.00","0.0","0.0","73","78","68","  300","  300","0.0","16.1","17.9",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-08","10.74"," 1529"," 1311","0.00","0.0","0.0","78","91","65","  280","  300","0.0","19.9","25.1",,,,,,,,"    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-09","11.41"," 1659"," 1453","0.61","0.0","0.0","80","91","68","  300","  280","0.0","19.9","25.1","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-10","14.09"," 1649"," 1252","0.01","0.0","0.0","71","78","63","   10","  300","0.0","21.9","29.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-11","12.75"," 1714"," 1713","0.00","0.0","0.0","67","75","58","  290","  300","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-12","9.84"," 2120"," 2132","0.00","0.0","0.0","68","75","61","  230","  230","0.0","16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-13","12.53"," 1446"," 1734","0.00","0.0","0.0","76","87","64","  220","  190","0.0","23.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-14","11.18"," 1736"," 1736","0.00","0.0","0.0","77","86","67","  200","  200","0.0","17.9","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-15","10.74"," 1901"," 1859","0.05","0.0","0.0","78","88","67","  240","  220","0.0","21.0","28.0",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-16","11.41"," 1121"," 1120","0.00","0.0","0.0","73","80","65","  340","  350","0.0","23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-17","10.29"," 2304"," 2304","0.00","0.0","0.0","70","79","60","  230","  230","0.0","19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-18","8.05"," 1020"," 1323","0.00","0.0","0.0","80","91","69","  290","  290","0.0","17.9","23.0",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-19","7.61"," 1839"," 1501","0.20","0.0","0.0","70","76","64","   30","   70","0.0","13.0","15.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-20","9.17"," 0837"," 0837","0.00","0.0","0.0","67","71","63","   30","   30","0.0","21.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-21","9.84"," 2011"," 2010","0.00","0.0","0.0","74","86","62","  210","  210","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-22","15.66"," 1535"," 1550","0.00","0.0","0.0","78","90","66","  230","  230","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-23","14.09"," 1508"," 1509","0.46","0.0","0.0","85","97","72","  290","  260","0.0","40.0","46.1","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-24","12.53"," 0113"," 0111","0.00","0.0","0.0","67","72","61","   40","   40","0.0","21.9","25.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-25","8.95"," 1103"," 1009","0.00","0.0","0.0","65","72","58","  100","   80","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-26","10.29"," 1304"," 0933","0.00","0.0","0.0","64","70","58","   80","   70","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-27","6.71"," 1806"," 1806","0.07","0.0","0.0","68","73","62","  240","  250","0.0","13.0","17.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-28","6.93"," 1802"," 1801","0.02","0.0","0.0","71","77","64","  220","  220","0.0","16.1","19.9","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-29","11.41"," 0940"," 1146","0.00","0.0","0.0","81","92","69","  270","  280","0.0","21.0","25.1","    1",,"    1",,,,,"    1",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2002-07-30","10.29"," 1221"," 1158","0.00","0.0","0.0","84","95","73","  290","  290","0.0","21.0","25.1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-07-31","8.50"," 1650"," 1122","0.00","0.0","0.0","84","93","74","  300","  360","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-08-01","9.84"," 1324"," 1321","0.00","0.0","0.0","80","87","72","   80","   90","0.0","17.9","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-08-02","8.28"," 1511"," 1510","0.11","0.0","0.0","78","86","69","  280","  270","0.0","31.1","38.0","    1",,"    1",,,,,,,"    1","    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2002-08-03","7.16"," 1441"," 1458","0.00","0.0","0.0","78","87","69","  100","  110","0.0","14.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-08-04","8.05"," 2309"," 1700","0.00","0.0","0.0","83","93","72","  210","  240","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-08-05","12.30"," 1420"," 1940","0.00","0.0","0.0","84","93","75","  250","  240","0.0","21.9","28.0","    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2002-08-06","16.55"," 0953"," 1210","0.00","0.0","0.0","72","79","65","  310","  350","0.0","25.9","33.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2002-08-07","12.75"," 0641"," 1336","0.00","0.0","0.0","73","82","63","  320","  310","0.0","19.9","28.0",,,,,,,,,,,,,,,,,,,
